Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
41,No,Non-Travel,552,Human Resources,4,3,Human Resources,1,1722,3,Male,60,1,2,Human Resources,2,Married,20794,6,Y,No,19,3,2,80,1,10,4,3,3,2,1,2
32,No,Travel_Rarely,588,Sales,8,2,Technical Degree,1,436,3,Female,65,2,2,Sales Executive,2,Married,24624,1,Y,Yes,11,3,4,80,0,13,2,3,13,12,11,9
39,Yes,Travel_Rarely,360,Research & Development,23,3,Medical,1,1310,3,Male,93,3,1,Research Scientist,1,Single,22154,0,Y,No,13,3,1,80,0,6,2,3,5,2,0,3
33,Yes,Travel_Rarely,603,Sales,9,4,Marketing,1,1157,1,child,77,3,2,Sales Executive,1,Single,18385,0,Y,Yes,17,3,1,80,0,6,3,3,5,2,0,3
43,No,Travel_Frequently,957,Research & Development,28,3,Medical,1,171,2,child,72,4,1,Research Scientist,3,Single,16090,4,Y,No,12,3,4,80,0,18,2,3,3,2,1,2
34,No,Travel_Rarely,1440,Sales,7,2,Technical Degree,1,1541,2,Male,55,3,1,Sales Representative,3,Married,4944,0,Y,Yes,25,4,2,80,1,12,4,3,11,10,5,7
40,No,Travel_Frequently,720,Research & Development,16,4,Medical,1,832,1,Male,51,2,2,Laboratory Technician,3,Single,11983,6,Y,No,14,3,4,80,0,10,6,3,1,0,0,0
44,No,Non-Travel,981,Research & Development,5,3,Life Sciences,1,1471,3,Male,90,2,1,Laboratory Technician,3,Single,7973,3,Y,No,14,3,4,80,0,7,5,3,5,2,0,3
49,No,Travel_Rarely,1313,Sales,11,4,Marketing,1,1757,4,Female,80,3,2,Sales Executive,4,Single,8191,3,Y,No,12,3,3,80,0,8,1,4,5,1,0,4
30,No,Non-Travel,1400,Research & Development,3,3,Life Sciences,1,562,3,Male,53,3,1,Laboratory Technician,4,Married,16734,4,Y,No,15,3,3,80,1,9,3,1,5,3,1,4
29,Yes,Travel_Frequently,115,Sales,13,3,Technical Degree,1,1487,1,Female,51,3,2,Sales Executive,2,Single,17485,5,Y,No,11,3,1,80,0,7,4,1,5,3,0,0
38,No,Non-Travel,1336,Human Resources,2,3,Human Resources,1,1805,1,Male,100,3,1,Human Resources,2,Divorced,7129,5,Y,No,13,3,4,80,3,13,3,3,11,10,3,8
28,No,Travel_Rarely,580,Research & Development,27,3,Medical,1,1622,2,Female,39,1,2,Manufacturing Director,1,Divorced,20460,0,Y,No,21,4,2,80,1,6,5,2,5,3,0,0
32,No,Travel_Rarely,977,Research & Development,2,3,Medical,1,1671,4,Male,45,3,2,Research Scientist,2,Divorced,25518,0,Y,No,13,3,3,80,2,10,4,2,9,5,1,6
29,No,Travel_Rarely,153,Research & Development,15,2,Life Sciences,1,15,4,Female,49,2,2,Laboratory Technician,3,Single,12682,0,Y,Yes,12,3,4,80,0,10,3,3,9,5,0,8
34,Yes,Travel_Frequently,296,Sales,6,2,Marketing,1,555,4,Female,33,1,1,Sales Representative,3,Divorced,12253,0,Y,No,16,3,4,80,1,3,3,2,2,2,1,0
30,No,Travel_Rarely,1358,Research & Development,24,1,Life Sciences,1,11,4,Male,67,3,1,Laboratory Technician,3,Divorced,13335,1,Y,No,22,4,2,80,1,1,2,3,1,0,0,0
45,No,Travel_Frequently,1297,Research & Development,1,4,Medical,1,1922,2,Male,44,3,2,Healthcare Representative,3,Single,14511,4,Y,No,12,3,3,80,0,12,3,3,4,2,0,3
32,Yes,Non-Travel,1474,Sales,11,4,Other,1,631,4,Male,60,4,2,Sales Executive,3,Married,23914,8,Y,No,12,3,4,80,0,6,2,3,4,2,1,2
58,No,Travel_Rarely,682,Sales,10,4,Medical,1,131,4,Male,37,3,4,Sales Executive,3,Single,24409,0,Y,No,13,3,3,80,0,38,1,2,37,10,1,8
36,No,Travel_Frequently,635,Research & Development,18,1,Medical,1,286,2,Female,73,3,1,Laboratory Technician,4,Single,7703,1,Y,No,13,3,1,80,0,8,2,3,8,1,1,7
40,No,Non-Travel,1142,Research & Development,8,2,Life Sciences,1,1552,4,Male,72,3,2,Healthcare Representative,4,Divorced,8841,3,Y,Yes,18,3,3,80,0,8,2,3,2,2,2,2
38,No,Travel_Rarely,243,Sales,7,4,Marketing,1,709,4,Female,46,2,2,Sales Executive,4,Single,7791,0,Y,No,20,4,1,80,0,8,2,3,7,7,0,5
38,No,Travel_Rarely,345,Sales,10,2,Life Sciences,1,2041,1,Female,100,3,2,Sales Executive,4,Married,5982,1,Y,No,11,3,3,80,1,10,1,3,10,7,1,9
31,No,Travel_Rarely,1154,Sales,2,2,Life Sciences,1,1996,1,Male,54,3,1,Sales Representative,3,Married,6393,0,Y,No,19,3,3,80,1,3,1,3,2,2,1,2
45,No,Travel_Rarely,974,Research & Development,1,4,Medical,1,996,4,Female,91,3,1,Laboratory Technician,4,Divorced,11005,3,Y,No,14,3,4,80,2,8,2,3,5,3,0,2
44,No,Travel_Rarely,170,Research & Development,1,4,Life Sciences,1,1903,2,Male,78,4,2,Healthcare Representative,1,Married,9364,2,Y,No,15,3,4,80,1,10,5,3,2,0,2,2
29,No,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,1249,1,Female,97,3,1,Research Scientist,4,Divorced,5598,1,Y,No,15,3,1,80,3,3,5,3,3,2,1,2
41,No,Travel_Rarely,796,Sales,4,1,Marketing,1,1815,3,Female,81,3,3,Sales Executive,3,Divorced,26458,0,Y,Yes,13,3,4,80,1,23,3,4,22,14,13,5
40,No,Travel_Rarely,1194,Research & Development,1,3,Life Sciences,1,1822,3,Female,52,3,2,Healthcare Representative,4,Divorced,9060,4,Y,No,17,3,4,80,1,12,3,3,5,3,0,3
56,No,Travel_Rarely,1400,Research & Development,7,3,Life Sciences,1,112,4,Male,49,1,3,Manufacturing Director,4,Single,21698,4,Y,No,11,3,1,80,0,37,3,2,6,4,0,2
44,No,Travel_Rarely,477,Research & Development,7,4,Medical,1,36,1,Female,42,2,3,Healthcare Representative,4,Married,2094,3,Y,No,14,3,4,80,1,24,4,3,22,6,5,17
32,No,Travel_Frequently,689,Sales,9,2,Medical,1,195,4,Male,35,1,2,Sales Executive,4,Divorced,22812,0,Y,No,17,3,4,80,3,9,2,4,8,7,0,7
35,No,Travel_Frequently,1182,Sales,11,2,Marketing,1,1137,4,Male,54,3,2,Sales Executive,4,Divorced,18500,1,Y,No,11,3,4,80,1,5,3,3,5,2,0,2
41,No,Non-Travel,267,Sales,10,2,Life Sciences,1,599,4,Male,56,3,2,Sales Executive,4,Single,13430,7,Y,No,14,3,4,80,0,16,3,3,14,3,1,10
24,No,Travel_Rarely,350,Research & Development,21,2,Technical Degree,1,1551,3,Male,57,2,1,Laboratory Technician,1,Divorced,10036,0,Y,No,14,3,2,80,3,2,3,3,1,1,0,0
47,No,Travel_Rarely,1454,Sales,2,4,Life Sciences,1,925,4,Female,65,2,1,Sales Representative,4,Single,13137,1,Y,Yes,18,3,1,80,0,3,3,2,3,2,1,2
28,No,Travel_Rarely,1117,Research & Development,8,2,Life Sciences,1,395,4,Female,66,3,1,Research Scientist,4,Single,4488,1,Y,No,21,4,4,80,0,5,3,3,5,3,0,2
18,No,Non-Travel,1431,Research & Development,14,3,Medical,1,1839,2,Female,33,3,1,Research Scientist,3,Single,8018,1,Y,No,16,3,3,80,0,0,4,1,0,0,0,0
54,No,Travel_Frequently,966,Research & Development,1,4,Life Sciences,1,1245,4,Female,53,3,3,Manufacturing Director,3,Divorced,9659,7,Y,No,17,3,1,80,1,33,2,1,5,4,1,4
28,Yes,Non-Travel,1366,Research & Development,24,2,Technical Degree,1,1082,2,Male,72,2,3,Healthcare Representative,1,Single,12355,1,Y,No,12,3,1,80,0,10,2,2,10,7,1,9
26,No,Travel_Frequently,575,Research & Development,1,2,Life Sciences,1,792,1,Female,71,1,1,Laboratory Technician,4,Divorced,5288,3,Y,No,14,3,1,80,1,5,2,3,2,2,2,0
50,No,Non-Travel,881,Research & Development,2,4,Life Sciences,1,905,1,Male,98,3,4,Manager,1,Divorced,4544,1,Y,No,11,3,4,80,1,31,3,3,31,6,14,7
52,Yes,Travel_Rarely,1030,Sales,5,3,Life Sciences,1,1319,2,Male,64,3,3,Sales Executive,2,Single,21534,9,Y,Yes,19,3,3,80,0,10,2,2,8,7,7,7
35,No,Travel_Rarely,1017,Research & Development,6,4,Life Sciences,1,691,2,child,82,1,2,Research Scientist,4,Single,19368,1,Y,No,13,3,2,80,0,17,3,3,17,11,11,8
33,No,Travel_Rarely,867,Research & Development,8,4,Life Sciences,1,1798,4,Male,90,4,1,Research Scientist,1,Married,6076,6,Y,No,19,3,2,80,1,14,1,3,10,8,7,6
55,No,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,1,505,3,Female,97,3,4,Manager,4,Single,23258,2,Y,Yes,13,3,3,80,0,30,2,3,5,4,1,2
32,No,Non-Travel,300,Research & Development,1,3,Life Sciences,1,882,4,Male,61,3,1,Laboratory Technician,4,Divorced,9148,0,Y,No,12,3,2,80,1,4,2,3,3,0,0,2
28,No,Travel_Rarely,1158,Research & Development,9,3,Medical,1,377,4,Male,94,3,1,Research Scientist,4,Married,2613,1,Y,No,23,4,4,80,1,5,3,2,5,2,0,4
29,No,Travel_Rarely,1378,Research & Development,13,2,Other,1,2053,4,Male,46,2,2,Laboratory Technician,2,Married,23679,4,Y,Yes,13,3,1,80,1,10,2,3,4,3,0,3
42,No,Travel_Frequently,532,Research & Development,29,2,Life Sciences,1,547,1,Female,92,3,2,Research Scientist,3,Divorced,12932,2,Y,No,11,3,2,80,1,19,3,3,5,4,0,2
36,No,Travel_Rarely,132,Research & Development,6,3,Life Sciences,1,97,2,Female,55,4,1,Laboratory Technician,4,Married,22002,3,Y,No,12,3,2,80,0,5,3,3,1,0,0,0
53,No,Travel_Frequently,124,Sales,2,3,Marketing,1,1050,3,Female,38,2,3,Sales Executive,2,Married,23537,2,Y,No,12,3,1,80,1,30,2,3,15,7,6,12
51,No,Travel_Frequently,541,Sales,2,3,Marketing,1,1391,2,Male,52,3,3,Sales Executive,2,Married,15395,2,Y,No,11,3,2,80,0,14,5,3,4,2,3,2
36,No,Travel_Frequently,1467,Sales,11,2,Technical Degree,1,154,2,Female,92,3,3,Sales Executive,4,Married,22952,0,Y,No,14,3,3,80,1,10,6,3,9,7,2,8
36,Yes,Travel_Rarely,660,Research & Development,15,3,Other,1,1052,1,Male,81,3,2,Laboratory Technician,3,Divorced,7858,7,Y,No,14,3,2,80,1,9,3,2,1,0,0,0
37,No,Travel_Rarely,558,Sales,2,3,Marketing,1,656,4,Male,75,3,2,Sales Executive,3,Married,3010,4,Y,Yes,11,3,3,80,1,17,3,2,3,0,1,0
22,No,Travel_Rarely,1256,Research & Development,19,1,Medical,1,217,3,Male,80,3,1,Research Scientist,4,Married,11992,1,Y,No,24,4,1,80,2,2,6,3,2,2,2,2
27,Yes,Travel_Rarely,135,Research & Development,17,4,Life Sciences,1,1405,4,Female,51,3,1,Research Scientist,3,Single,25681,1,Y,Yes,13,3,4,80,0,8,2,3,8,2,7,7
44,No,Travel_Rarely,1099,Sales,5,3,Marketing,1,1267,2,Male,88,3,5,Manager,2,Married,8751,7,Y,No,11,3,3,80,1,26,5,3,22,9,3,10
28,No,Travel_Rarely,1181,Research & Development,1,3,Life Sciences,1,1799,3,Male,82,3,1,Research Scientist,4,Married,5531,1,Y,No,11,3,3,80,1,5,6,4,5,3,0,3
37,No,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,1,715,4,Male,80,4,1,Research Scientist,4,Single,15232,3,Y,No,17,3,1,80,0,4,2,3,1,0,0,0
43,No,Travel_Rarely,782,Research & Development,6,4,Other,1,661,2,Male,50,2,4,Research Director,4,Divorced,2671,4,Y,Yes,14,3,3,80,1,21,3,2,1,0,0,0
35,No,Travel_Rarely,1258,Research & Development,1,4,Life Sciences,1,826,4,child,40,4,1,Research Scientist,3,Single,13301,3,Y,No,13,3,3,80,0,7,0,3,2,2,2,2
46,No,Travel_Rarely,563,Sales,1,4,Life Sciences,1,1602,4,Male,56,4,4,Manager,1,Single,3156,1,Y,No,15,3,2,80,0,27,5,1,26,0,0,12
39,No,Travel_Rarely,1132,Research & Development,1,3,Medical,1,417,3,Male,48,4,3,Healthcare Representative,4,Divorced,10942,0,Y,No,17,3,1,80,3,19,5,2,18,10,3,7
42,No,Travel_Rarely,635,Sales,1,1,Life Sciences,1,387,2,Male,99,3,2,Sales Executive,3,Married,24532,1,Y,No,25,4,3,80,0,20,3,3,20,16,11,6
49,No,Travel_Rarely,527,Research & Development,8,2,Other,1,944,1,Female,51,3,3,Laboratory Technician,2,Married,22477,4,Y,No,11,3,3,80,1,29,3,2,26,9,1,7
41,No,Travel_Rarely,1283,Research & Development,5,5,Medical,1,1448,2,Male,90,4,1,Research Scientist,3,Married,5561,2,Y,Yes,12,3,1,80,0,7,5,2,4,2,0,3
47,Yes,Travel_Frequently,719,Sales,27,2,Life Sciences,1,785,2,Female,77,4,2,Sales Executive,3,Single,10339,4,Y,Yes,12,3,4,80,0,8,2,3,5,4,1,3
31,No,Travel_Frequently,793,Sales,20,3,Life Sciences,1,1135,3,Male,67,4,1,Sales Representative,4,Married,21981,0,Y,No,12,3,1,80,1,3,4,3,2,2,2,2
36,No,Travel_Rarely,1174,Sales,3,4,Marketing,1,1425,1,Female,99,3,2,Sales Executive,2,Single,20763,3,Y,Yes,16,3,4,80,0,15,3,3,5,4,0,1
42,No,Travel_Rarely,469,Research & Development,2,2,Medical,1,1109,4,Male,35,3,4,Manager,1,Married,14399,0,Y,No,17,3,4,80,1,23,3,3,22,6,13,7
38,No,Travel_Rarely,827,Research & Development,1,4,Life Sciences,1,724,2,Female,33,4,2,Healthcare Representative,4,Single,19383,0,Y,No,13,3,3,80,0,10,4,2,9,7,1,8
49,No,Travel_Rarely,1261,Research & Development,7,3,Other,1,499,2,Male,31,2,3,Healthcare Representative,3,Single,12066,8,Y,No,24,4,3,80,0,26,2,3,5,2,0,0
38,No,Travel_Rarely,343,Research & Development,15,2,Life Sciences,1,461,3,Male,92,2,3,Research Director,4,Divorced,15682,0,Y,Yes,14,3,2,80,1,12,3,3,11,10,2,9
58,No,Travel_Frequently,1216,Research & Development,15,4,Life Sciences,1,1837,1,Male,87,3,4,Research Director,3,Married,21624,2,Y,Yes,14,3,2,80,0,23,3,3,2,2,2,2
34,Yes,Travel_Rarely,1107,Human Resources,9,4,Technical Degree,1,1467,1,Female,52,3,1,Human Resources,3,Married,3072,1,Y,No,15,3,4,80,0,2,0,3,2,2,2,2
30,No,Non-Travel,1398,Sales,22,4,Other,1,567,3,Female,69,3,3,Sales Executive,1,Married,2890,0,Y,No,11,3,3,80,0,10,3,3,9,8,7,8
37,No,Travel_Rarely,1372,Research & Development,1,3,Life Sciences,1,391,4,Female,42,3,1,Research Scientist,4,Single,15881,1,Y,No,12,3,2,80,0,17,3,3,17,12,5,7
29,No,Travel_Frequently,995,Research & Development,2,1,Life Sciences,1,1590,1,Male,87,3,2,Healthcare Representative,4,Divorced,24483,1,Y,No,19,3,4,80,1,6,0,4,6,4,1,3
27,No,Travel_Rarely,618,Research & Development,4,3,Life Sciences,1,933,2,Female,76,3,1,Research Scientist,3,Single,17808,1,Y,No,19,3,3,80,0,1,2,3,1,1,0,0
52,No,Travel_Frequently,322,Research & Development,28,2,Medical,1,1401,4,Female,59,4,4,Manufacturing Director,3,Married,9731,2,Y,Yes,11,3,2,80,1,24,3,2,5,3,0,2
36,No,Travel_Rarely,711,Research & Development,5,4,Life Sciences,1,1651,2,Female,42,3,3,Healthcare Representative,1,Married,22792,4,Y,No,12,3,3,80,2,9,6,3,3,2,0,2
54,No,Travel_Rarely,821,Research & Development,5,2,Medical,1,522,1,Male,86,3,5,Research Director,1,Married,8509,4,Y,No,11,3,3,80,1,24,4,2,4,2,1,2
31,No,Travel_Frequently,798,Research & Development,7,2,Life Sciences,1,442,3,Female,48,2,3,Manufacturing Director,3,Married,14034,1,Y,No,24,4,1,80,1,10,2,3,10,9,8,9
38,No,Travel_Frequently,594,Research & Development,2,2,Medical,1,1760,3,Female,75,2,1,Laboratory Technician,2,Married,15963,4,Y,No,14,3,2,80,1,9,4,2,6,1,0,5
46,No,Travel_Rarely,150,Research & Development,2,4,Technical Degree,1,1228,4,child,60,3,2,Manufacturing Director,4,Divorced,17433,2,Y,No,11,3,3,80,1,12,3,2,6,3,1,4
29,Yes,Travel_Rarely,428,Sales,9,3,Marketing,1,1752,2,Female,52,1,1,Sales Representative,2,Single,14630,1,Y,No,13,3,3,80,0,2,3,3,2,2,2,2
39,No,Travel_Rarely,722,Sales,24,1,Marketing,1,2056,2,Female,60,2,4,Sales Executive,4,Married,8828,0,Y,No,11,3,1,80,1,21,2,2,20,9,9,6
26,No,Travel_Rarely,1384,Research & Development,3,4,Medical,1,1177,1,Male,82,4,1,Laboratory Technician,4,Married,13421,1,Y,No,22,4,2,80,1,8,2,3,8,7,0,7
