Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
34,No,Travel_Frequently,560,Research & Development,1,4,Other,1,1431,4,Male,91,3,1,Research Scientist,Divorced,2996,20284,5,Y,No,14,3,3,80,2,10,2,3,4,3,1,3
33,No,Travel_Frequently,827,Research & Development,1,4,Other,1,998,3,Female,84,4,2,Healthcare Representative,Married,5488,20161,1,Y,Yes,13,3,1,80,1,6,2,3,6,5,1,2
42,No,Non-Travel,355,Research & Development,10,4,Technical Degree,1,1854,3,Male,38,3,1,Research Scientist,Married,2936,6161,3,Y,No,22,4,2,80,2,10,1,2,6,3,3,3
39,No,Travel_Frequently,711,Research & Development,4,3,Medical,1,1633,1,Female,81,3,2,Manufacturing Director,Single,5042,3140,0,Y,No,13,3,4,80,0,10,2,1,9,2,3,8
21,No,Non-Travel,895,Sales,9,2,Medical,1,484,1,Male,39,3,1,Sales Representative,Single,2610,2851,1,Y,No,24,4,3,80,0,3,3,2,3,2,2,2
32,No,Travel_Rarely,1018,Research & Development,2,4,Medical,1,439,1,Female,74,4,2,Research Scientist,Single,5055,10557,7,Y,No,16,3,3,80,0,10,0,2,7,7,0,7
31,Yes,Travel_Frequently,523,Research & Development,2,3,Life Sciences,1,1464,2,Male,94,3,1,Laboratory Technician,Married,3722,21081,6,Y,Yes,13,3,3,80,1,7,2,1,2,2,2,2
53,No,Travel_Frequently,124,Sales,2,3,Marketing,1,1050,3,Female,38,2,3,Sales Executive,Married,7525,23537,2,Y,No,12,3,1,80,1,30,2,3,15,7,6,12
30,No,Travel_Rarely,853,Research & Development,7,4,Life Sciences,1,1224,3,Male,49,3,2,Laboratory Technician,Divorced,3491,11309,1,Y,No,13,3,1,80,3,10,4,2,10,7,8,9
36,No,Travel_Rarely,917,Research & Development,6,4,Life Sciences,1,1221,3,Male,60,1,1,Laboratory Technician,Divorced,2741,6865,1,Y,No,14,3,3,80,1,7,4,3,7,7,1,7
34,No,Travel_Rarely,181,Research & Development,2,4,Medical,1,1755,4,Male,97,4,1,Research Scientist,Married,2932,5586,0,Y,Yes,14,3,1,80,3,6,3,3,5,0,1,2
32,No,Travel_Rarely,801,Sales,1,4,Marketing,1,2016,3,Female,48,3,3,Sales Executive,Married,10422,24032,1,Y,No,19,3,3,80,2,14,3,3,14,10,5,7
52,No,Travel_Rarely,1325,Research & Development,11,4,Life Sciences,1,813,4,Female,82,3,2,Laboratory Technician,Married,3149,21821,8,Y,No,20,4,2,80,1,9,3,3,5,2,1,4
35,Yes,Travel_Rarely,556,Research & Development,23,2,Life Sciences,1,261,2,Male,50,2,2,Manufacturing Director,Married,5916,15497,3,Y,Yes,13,3,1,80,0,8,1,3,1,0,0,1
37,No,Travel_Frequently,1278,Sales,1,4,Medical,1,1700,3,Male,31,1,2,Sales Executive,Divorced,9525,7677,1,Y,No,14,3,3,80,2,6,2,2,6,3,1,3
41,Yes,Travel_Rarely,1356,Sales,20,2,Marketing,1,248,2,child,70,3,1,Sales Representative,Single,3140,21728,1,Y,Yes,22,4,4,80,0,4,5,2,4,3,0,2
35,No,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,1,586,4,Male,72,3,3,Healthcare Representative,Married,7632,14295,4,Y,Yes,12,3,3,80,0,10,2,3,8,7,0,0
33,No,Travel_Rarely,461,Research & Development,13,1,Life Sciences,1,995,2,Female,53,3,1,Research Scientist,Single,3452,17241,3,Y,No,18,3,1,80,0,5,4,3,3,2,0,2
31,No,Travel_Frequently,163,Research & Development,24,1,Technical Degree,1,1736,4,Female,30,3,2,Manufacturing Director,Single,5238,6670,2,Y,No,20,4,4,80,0,9,3,2,5,4,1,4
41,No,Travel_Rarely,167,Research & Development,12,4,Life Sciences,1,1158,2,Male,46,3,1,Laboratory Technician,Married,4766,9051,3,Y,Yes,11,3,1,80,1,6,4,3,1,0,0,0
27,No,Travel_Frequently,1242,Sales,20,3,Life Sciences,1,293,4,Female,90,3,2,Sales Executive,Single,9981,12916,1,Y,No,14,3,4,80,0,7,2,3,7,7,0,7
44,No,Travel_Rarely,1037,Research & Development,1,3,Medical,1,2020,2,Male,42,3,1,Research Scientist,Single,2436,13422,6,Y,Yes,12,3,3,80,0,6,2,3,4,3,1,2
29,Yes,Travel_Frequently,115,Sales,13,3,Technical Degree,1,1487,1,Female,51,3,2,Sales Executive,Single,5765,17485,5,Y,No,11,3,1,80,0,7,4,1,5,3,0,0
34,No,Non-Travel,1065,Sales,23,4,Marketing,1,60,2,Male,72,3,2,Sales Executive,Single,4568,10034,0,Y,No,20,4,3,80,0,10,2,3,9,5,8,7
29,No,Travel_Rarely,1283,Research & Development,23,3,Life Sciences,1,495,4,Male,54,3,1,Research Scientist,Single,2201,18168,9,Y,No,16,3,4,80,0,6,4,3,3,2,1,2
35,No,Travel_Rarely,1229,Research & Development,8,1,Life Sciences,1,63,4,Male,36,4,1,Laboratory Technician,Married,2269,4892,1,Y,No,19,3,4,80,0,1,2,3,1,0,0,1
20,Yes,Travel_Rarely,500,Sales,2,3,Medical,1,922,3,Female,49,2,1,Sales Representative,Single,2044,22052,1,Y,No,13,3,4,80,0,2,3,2,2,2,0,2
43,No,Travel_Rarely,1179,Sales,2,3,Medical,1,1706,4,Male,73,3,2,Sales Executive,Married,7847,6069,1,Y,Yes,17,3,1,80,1,10,3,3,10,9,8,8
30,No,Travel_Rarely,1288,Sales,29,4,Technical Degree,1,1568,3,Male,33,3,3,Sales Executive,Married,9250,17799,3,Y,No,12,3,2,80,1,9,3,3,4,2,1,3
40,No,Travel_Frequently,902,Research & Development,26,2,Medical,1,1180,3,Female,92,2,2,Research Scientist,Married,4422,21203,3,Y,Yes,13,3,4,80,1,16,3,1,1,1,0,0
41,No,Travel_Rarely,447,Research & Development,5,3,Life Sciences,1,1814,2,Male,85,4,2,Healthcare Representative,Single,6870,15530,3,Y,No,12,3,1,80,0,11,3,1,3,2,1,2
42,Yes,Travel_Frequently,481,Sales,12,3,Life Sciences,1,1167,3,Male,44,3,4,Sales Executive,Single,13758,2447,0,Y,Yes,12,3,2,80,0,22,2,2,21,9,13,14
19,No,Travel_Rarely,645,Research & Development,9,2,Life Sciences,1,1193,3,Male,54,3,1,Research Scientist,Single,2552,7172,1,Y,No,25,4,3,80,0,1,4,3,1,1,0,0
42,No,Travel_Frequently,1474,Research & Development,5,2,Other,1,591,2,child,97,3,1,Laboratory Technician,Married,2093,9260,4,Y,No,17,3,4,80,1,8,4,3,2,2,2,0
26,No,Travel_Rarely,652,Research & Development,7,3,Other,1,1417,3,Male,100,4,1,Laboratory Technician,Single,3578,23577,0,Y,No,12,3,4,80,0,8,2,3,7,7,0,7
55,No,Travel_Rarely,1229,Research & Development,4,4,Life Sciences,1,1501,4,Male,30,3,2,Healthcare Representative,Married,4035,16143,0,Y,Yes,16,3,2,80,0,4,2,3,3,2,1,2
31,No,Travel_Rarely,828,Sales,2,1,Life Sciences,1,604,2,Male,77,3,2,Sales Executive,Single,6582,8346,4,Y,Yes,13,3,3,80,0,10,2,4,6,5,0,5
38,No,Travel_Rarely,1261,Research & Development,2,4,Life Sciences,1,271,4,Male,88,3,2,Manufacturing Director,Married,6553,7259,9,Y,No,14,3,2,80,0,14,3,3,1,0,0,0
41,No,Travel_Rarely,896,Sales,6,3,Life Sciences,1,298,4,Female,75,3,3,Manager,Single,13591,14674,3,Y,Yes,18,3,3,80,0,16,3,3,1,0,0,0
36,No,Non-Travel,217,Research & Development,18,4,Life Sciences,1,1133,1,Male,78,3,2,Manufacturing Director,Single,7779,23238,2,Y,No,20,4,1,80,0,18,0,3,11,9,0,9
32,No,Travel_Rarely,824,Research & Development,5,2,Life Sciences,1,1555,4,Female,67,2,2,Research Scientist,Married,5878,15624,3,Y,No,12,3,1,80,1,12,2,3,7,1,2,5
29,Yes,Travel_Rarely,350,Human Resources,13,3,Human Resources,1,1844,1,Male,56,2,1,Human Resources,Divorced,2335,3157,4,Y,Yes,15,3,4,80,3,4,3,3,2,2,2,0
32,No,Travel_Rarely,1093,Sales,6,4,Medical,1,125,2,Male,87,3,2,Sales Executive,Single,5010,24301,1,Y,No,16,3,1,80,0,12,0,3,11,8,5,7
35,No,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,1,1728,4,Male,49,3,2,Manufacturing Director,Married,6883,5151,2,Y,No,16,3,2,80,1,17,3,3,7,7,0,7
43,No,Travel_Rarely,531,Sales,4,4,Marketing,1,1293,4,Female,56,2,3,Sales Executive,Single,10231,20364,3,Y,No,14,3,4,80,0,23,3,4,21,7,15,17
35,No,Travel_Rarely,1361,Sales,17,4,Life Sciences,1,1218,3,Male,94,3,2,Sales Executive,Married,8966,21026,3,Y,Yes,15,3,4,80,3,15,2,3,7,7,1,7
32,No,Travel_Frequently,967,Sales,8,3,Marketing,1,207,2,Female,43,3,3,Sales Executive,Single,8998,15589,1,Y,No,14,3,4,80,0,9,2,3,9,8,3,7
40,No,Travel_Frequently,791,Research & Development,2,2,Medical,1,807,3,Female,38,4,2,Healthcare Representative,Married,4244,9931,1,Y,No,24,4,4,80,1,8,2,3,8,7,3,7
26,No,Travel_Rarely,683,Research & Development,2,1,Medical,1,1407,1,Male,36,2,1,Research Scientist,Single,3904,4050,0,Y,No,12,3,4,80,0,5,2,3,4,3,1,1
27,No,Non-Travel,691,Research & Development,9,3,Medical,1,218,4,Male,57,3,1,Research Scientist,Divorced,2024,5970,6,Y,No,18,3,4,80,1,6,1,1,2,2,2,2
42,No,Travel_Rarely,532,Research & Development,4,2,Technical Degree,1,319,3,Male,58,3,5,Manager,Married,19232,4933,1,Y,No,11,3,4,80,0,22,3,3,22,17,11,15
50,No,Travel_Rarely,854,Sales,1,4,Medical,1,323,4,Female,68,3,5,Manager,Divorced,19517,24118,3,Y,No,11,3,3,80,1,32,3,2,7,0,0,6
50,No,Travel_Frequently,1234,Research & Development,20,5,Medical,1,1606,2,Male,41,3,4,Healthcare Representative,Married,11245,20689,2,Y,Yes,15,3,3,80,1,32,3,3,30,8,12,13
55,Yes,Travel_Rarely,725,Research & Development,2,3,Medical,1,787,4,Male,78,3,5,Manager,Married,19859,21199,5,Y,Yes,13,3,4,80,1,24,2,3,5,2,1,4
41,No,Travel_Rarely,337,Sales,8,3,Marketing,1,1909,3,child,54,3,2,Sales Executive,Married,4393,26841,5,Y,No,21,4,3,80,1,14,3,3,5,4,1,4
30,Yes,Travel_Frequently,109,Research & Development,5,3,Medical,1,1017,2,Female,60,3,1,Laboratory Technician,Single,2422,25725,0,Y,No,17,3,1,80,0,4,3,3,3,2,1,2
29,Yes,Travel_Rarely,121,Sales,27,3,Marketing,1,283,2,Female,35,3,3,Sales Executive,Married,7639,24525,1,Y,No,22,4,4,80,3,10,3,2,10,4,1,9
59,No,Travel_Rarely,1324,Research & Development,3,3,Medical,1,10,3,child,81,4,1,Laboratory Technician,Married,2670,9964,4,Y,Yes,20,4,1,80,3,12,3,2,1,0,0,0
29,No,Travel_Frequently,410,Research & Development,2,1,Life Sciences,1,1513,4,Female,97,3,1,Laboratory Technician,Married,3180,4668,0,Y,No,13,3,3,80,3,4,3,3,3,2,0,2
52,Yes,Travel_Rarely,723,Research & Development,8,4,Medical,1,433,3,Male,85,2,2,Research Scientist,Married,4941,17747,2,Y,No,15,3,1,80,0,11,3,2,8,2,7,7
35,No,Travel_Rarely,1395,Research & Development,9,4,Medical,1,2008,2,child,48,3,2,Research Scientist,Single,5098,18698,1,Y,No,19,3,2,80,0,10,5,3,10,7,0,8
50,No,Travel_Frequently,1115,Research & Development,1,3,Life Sciences,1,141,1,Female,73,3,5,Research Director,Married,18172,9755,3,Y,Yes,19,3,1,80,0,28,1,2,8,3,0,7
26,No,Travel_Frequently,496,Research & Development,11,2,Medical,1,390,1,Male,60,3,2,Healthcare Representative,Married,4741,22722,1,Y,Yes,13,3,3,80,1,5,3,3,5,3,3,3
55,No,Travel_Rarely,452,Research & Development,1,3,Medical,1,374,4,Male,81,3,5,Manager,Single,19045,18938,0,Y,Yes,14,3,3,80,0,37,2,3,36,10,4,13
44,No,Travel_Rarely,1315,Research & Development,3,4,Other,1,671,4,Male,35,3,5,Manager,Married,19513,9358,4,Y,Yes,12,3,1,80,1,26,2,4,2,2,0,1
37,No,Travel_Rarely,367,Research & Development,25,2,Medical,1,1161,3,Female,52,2,2,Healthcare Representative,Divorced,5731,17171,7,Y,No,13,3,3,80,2,9,2,3,6,2,1,3
23,No,Travel_Rarely,160,Research & Development,4,1,Medical,1,1735,3,Female,51,3,1,Laboratory Technician,Single,3295,12862,1,Y,No,13,3,3,80,0,3,3,1,3,2,1,2
27,No,Travel_Rarely,205,Sales,10,3,Marketing,1,1403,4,Female,98,2,2,Sales Executive,Married,5769,7100,1,Y,Yes,11,3,4,80,0,6,3,3,6,2,4,4
34,No,Non-Travel,1381,Sales,4,4,Marketing,1,523,3,child,72,3,2,Sales Executive,Married,6538,12740,9,Y,No,15,3,1,80,1,6,3,3,3,2,1,2
39,Yes,Travel_Rarely,1162,Sales,3,2,Medical,1,445,4,Female,41,3,2,Sales Executive,Married,5238,17778,4,Y,Yes,18,3,1,80,0,12,3,2,1,0,0,0
51,No,Travel_Rarely,942,Research & Development,3,3,Technical Degree,1,1786,1,Female,53,3,3,Manager,Married,13116,22984,2,Y,No,11,3,4,80,0,15,2,3,2,2,2,2
35,No,Travel_Rarely,195,Sales,1,3,Medical,1,620,1,Female,80,3,2,Sales Executive,Single,4859,6698,1,Y,No,16,3,4,80,0,5,3,3,5,4,0,3
40,No,Travel_Frequently,1395,Research & Development,26,3,Medical,1,202,2,Female,54,3,2,Research Scientist,Divorced,5605,8504,1,Y,No,11,3,1,80,1,20,2,3,20,7,2,13
28,No,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1,1136,1,Male,67,2,1,Research Scientist,Married,3201,19911,0,Y,No,17,3,1,80,0,6,2,1,5,3,0,4
51,No,Travel_Frequently,237,Sales,9,3,Life Sciences,1,1282,4,child,83,3,5,Manager,Divorced,19847,19196,4,Y,Yes,24,4,1,80,1,31,5,2,29,10,11,10
29,Yes,Travel_Frequently,746,Sales,24,3,Technical Degree,1,1928,3,Male,45,4,1,Sales Representative,Single,1091,10642,1,Y,No,17,3,4,80,0,1,3,3,1,0,0,0
51,No,Travel_Rarely,1302,Research & Development,2,3,Medical,1,408,4,Male,84,1,2,Manufacturing Director,Divorced,5482,16321,5,Y,No,18,3,4,80,1,13,3,3,4,1,1,2
41,No,Travel_Frequently,1018,Sales,1,3,Marketing,1,1349,3,Female,66,3,2,Sales Executive,Divorced,4103,4297,0,Y,No,17,3,4,80,1,10,2,3,9,3,1,7
24,No,Non-Travel,830,Sales,13,2,Life Sciences,1,1495,4,Female,78,3,1,Sales Representative,Married,2033,7103,1,Y,No,13,3,3,80,1,1,2,3,1,0,0,0
27,No,Travel_Frequently,994,Sales,8,3,Life Sciences,1,56,4,Male,37,3,3,Sales Executive,Single,8726,2975,1,Y,No,15,3,4,80,0,9,0,3,9,8,1,7
42,No,Travel_Frequently,458,Research & Development,26,5,Medical,1,1242,1,Female,60,3,3,Research Director,Married,13191,23281,3,Y,Yes,17,3,3,80,0,20,6,3,1,0,0,0
37,No,Non-Travel,1040,Research & Development,2,2,Life Sciences,1,139,3,Male,100,2,2,Healthcare Representative,Divorced,5163,15850,5,Y,No,14,3,4,80,1,17,2,4,1,0,0,0
40,No,Travel_Rarely,300,Sales,26,3,Marketing,1,1066,3,Male,74,3,2,Sales Executive,Married,8396,22217,1,Y,No,14,3,2,80,1,8,3,2,7,7,7,5
49,Yes,Travel_Frequently,1475,Research & Development,28,2,Life Sciences,1,1420,1,Male,97,2,2,Laboratory Technician,Single,4284,22710,3,Y,No,20,4,1,80,0,20,2,3,4,3,1,3
31,No,Travel_Rarely,1062,Research & Development,24,3,Medical,1,1252,3,Female,96,2,2,Healthcare Representative,Single,6812,17198,1,Y,No,19,3,2,80,0,10,2,3,10,9,1,8
32,No,Travel_Rarely,548,Research & Development,1,3,Life Sciences,1,96,2,Male,66,3,2,Research Scientist,Married,6220,7346,1,Y,No,17,3,2,80,2,10,3,3,10,4,0,9
29,No,Travel_Rarely,738,Research & Development,9,5,Other,1,455,2,Male,30,2,1,Laboratory Technician,Single,3983,7621,0,Y,No,17,3,3,80,0,4,2,3,3,2,2,2
50,No,Travel_Rarely,939,Research & Development,24,3,Life Sciences,1,1005,4,child,95,3,4,Manufacturing Director,Married,13973,4161,3,Y,Yes,18,3,4,80,1,22,2,3,12,11,1,5
51,No,Travel_Rarely,770,Human Resources,5,3,Life Sciences,1,1352,3,Male,84,3,4,Manager,Divorced,14026,17588,1,Y,Yes,11,3,2,80,1,33,2,3,33,9,0,10
46,No,Travel_Frequently,1034,Research & Development,18,1,Medical,1,624,1,Female,86,3,3,Healthcare Representative,Married,10527,8984,5,Y,No,11,3,4,80,0,28,3,2,2,2,1,2
32,No,Travel_Frequently,116,Research & Development,13,3,Other,1,1234,3,Female,77,2,1,Laboratory Technician,Married,2743,7331,1,Y,No,20,4,3,80,1,2,2,3,2,2,2,2
53,No,Travel_Rarely,238,Sales,1,1,Medical,1,682,4,Female,34,3,2,Sales Executive,Single,8381,7507,7,Y,No,20,4,4,80,0,18,2,4,14,7,8,10
23,No,Travel_Rarely,650,Research & Development,9,1,Medical,1,758,2,Male,37,3,1,Laboratory Technician,Married,2500,4344,1,Y,No,14,3,4,80,1,5,2,4,4,3,0,2
33,No,Travel_Rarely,536,Sales,10,5,Marketing,1,1268,4,Male,82,4,3,Sales Executive,Divorced,8380,21708,0,Y,Yes,14,3,4,80,2,10,3,3,9,8,0,8
18,Yes,Travel_Rarely,230,Research & Development,3,3,Life Sciences,1,405,3,Male,54,3,1,Laboratory Technician,Single,1420,25233,1,Y,No,13,3,3,80,0,0,2,3,0,0,0,0
40,No,Travel_Frequently,1184,Sales,2,4,Medical,1,1212,2,Male,62,3,2,Sales Executive,Married,4327,25440,5,Y,No,12,3,4,80,3,5,2,3,0,0,0,0
30,No,Travel_Rarely,438,Research & Development,18,3,Life Sciences,1,194,1,Female,75,3,1,Research Scientist,Single,2632,23910,1,Y,No,14,3,3,80,0,5,4,2,5,4,0,4
42,No,Travel_Rarely,647,Sales,4,4,Marketing,1,1171,2,Male,45,3,2,Sales Executive,Single,5155,2253,7,Y,No,13,3,4,80,0,9,3,4,6,4,1,5
33,No,Non-Travel,1283,Sales,2,3,Marketing,1,1756,4,child,62,3,2,Sales Executive,Single,5147,10697,8,Y,No,15,3,4,80,0,13,2,2,11,7,1,7
34,Yes,Travel_Rarely,790,Sales,24,4,Medical,1,1489,1,Female,40,2,2,Sales Executive,Single,4599,7815,0,Y,Yes,23,4,3,80,0,16,2,4,15,9,10,10
40,No,Travel_Rarely,611,Sales,7,4,Medical,1,1740,2,Male,88,3,5,Manager,Single,19833,4349,1,Y,No,14,3,2,80,0,21,3,2,21,8,12,8
31,No,Travel_Rarely,1082,Research & Development,1,4,Medical,1,95,3,Male,87,3,1,Research Scientist,Single,2501,18775,1,Y,No,17,3,2,80,0,1,4,3,1,1,1,0
29,No,Travel_Rarely,694,Research & Development,1,3,Life Sciences,1,1264,4,Female,87,2,4,Research Director,Divorced,16124,3423,3,Y,No,14,3,2,80,2,9,2,2,7,7,1,7
32,No,Travel_Frequently,430,Research & Development,24,4,Life Sciences,1,772,1,Male,80,3,2,Laboratory Technician,Married,5309,21146,1,Y,No,15,3,4,80,2,10,2,3,10,8,4,7
50,No,Travel_Rarely,797,Research & Development,4,1,Life Sciences,1,385,1,Male,96,3,5,Research Director,Divorced,19144,15815,3,Y,No,14,3,1,80,2,28,4,2,10,4,1,6
28,No,Travel_Rarely,440,Research & Development,21,3,Medical,1,221,3,Male,42,3,1,Research Scientist,Married,2713,6672,1,Y,No,11,3,3,80,1,5,2,1,5,2,0,2
33,No,Travel_Rarely,931,Research & Development,14,3,Medical,1,252,4,Female,72,3,1,Research Scientist,Married,2756,4673,1,Y,No,13,3,4,80,1,8,5,3,8,7,1,6
24,No,Travel_Rarely,1371,Sales,10,4,Marketing,1,507,4,Female,77,3,2,Sales Executive,Divorced,4260,5915,1,Y,Yes,12,3,4,80,1,5,2,4,5,2,0,3
26,No,Travel_Rarely,1384,Research & Development,3,4,Medical,1,1177,1,Male,82,4,1,Laboratory Technician,Married,4420,13421,1,Y,No,22,4,2,80,1,8,2,3,8,7,0,7
28,No,Travel_Rarely,1300,Research & Development,17,2,Medical,1,536,3,Male,79,3,2,Laboratory Technician,Divorced,4558,13535,1,Y,No,12,3,4,80,1,10,2,3,10,0,1,8
32,Yes,Travel_Rarely,374,Research & Development,25,4,Life Sciences,1,911,1,Male,87,3,1,Laboratory Technician,Single,2795,18016,1,Y,Yes,24,4,3,80,0,1,2,1,1,0,0,1
39,Yes,Travel_Rarely,360,Research & Development,23,3,Medical,1,1310,3,Male,93,3,1,Research Scientist,Single,3904,22154,0,Y,No,13,3,1,80,0,6,2,3,5,2,0,3
38,No,Travel_Frequently,1444,Human Resources,1,4,Other,1,1972,4,Male,88,3,1,Human Resources,Married,2991,5224,0,Y,Yes,11,3,2,80,1,7,2,3,6,2,1,2
25,No,Travel_Rarely,1372,Sales,18,1,Life Sciences,1,1399,1,Male,93,4,2,Sales Executive,Married,6232,12477,2,Y,No,11,3,2,80,0,6,3,2,3,2,1,2
37,No,Travel_Frequently,889,Research & Development,9,3,Medical,1,403,2,Male,53,3,1,Research Scientist,Married,2326,11411,1,Y,Yes,12,3,3,80,3,4,3,2,4,2,1,2
43,No,Travel_Rarely,920,Research & Development,3,3,Life Sciences,1,1255,3,Male,96,1,5,Research Director,Married,19740,18625,3,Y,No,14,3,2,80,1,25,2,3,8,7,0,7
27,No,Travel_Rarely,269,Research & Development,5,1,Technical Degree,1,844,3,Male,42,2,3,Research Director,Divorced,12808,8842,1,Y,Yes,16,3,2,80,1,9,3,3,9,8,0,8
50,Yes,Travel_Rarely,410,Sales,28,3,Marketing,1,2055,4,Male,39,2,3,Sales Executive,Divorced,10854,16586,4,Y,Yes,13,3,2,80,1,20,3,3,3,2,2,0
45,No,Non-Travel,805,Research & Development,4,2,Life Sciences,1,972,3,Male,57,3,2,Laboratory Technician,Married,4447,23163,1,Y,No,12,3,2,80,0,9,5,2,9,7,0,8
