Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
56,No,Travel_Rarely,713,Research & Development,8,3,Life Sciences,1,241,3,Female,67,3,1,Research Scientist,1,4257,13939,4,Y,Yes,18,3,3,80,1,19,3,3,2,2,2,2
48,No,Travel_Rarely,969,Research & Development,2,2,Technical Degree,1,1258,4,Male,76,4,1,Laboratory Technician,2,2559,16620,5,Y,No,11,3,3,80,0,7,4,2,1,0,0,0
40,No,Travel_Rarely,329,Research & Development,1,4,Life Sciences,1,1361,2,Male,88,3,1,Laboratory Technician,2,2387,6762,3,Y,No,22,4,3,80,1,7,3,3,4,2,0,3
35,No,Travel_Rarely,185,Research & Development,23,4,Medical,1,1826,2,Male,91,1,1,Laboratory Technician,3,2705,9696,0,Y,No,16,3,2,80,1,6,2,4,5,4,0,3
36,No,Travel_Rarely,216,Research & Development,6,2,Medical,1,178,2,Male,84,3,2,Manufacturing Director,2,4941,2819,6,Y,No,20,4,4,80,2,7,0,3,3,2,0,1
27,No,Travel_Rarely,1469,Research & Development,1,2,Medical,1,497,4,Male,82,3,1,Laboratory Technician,2,3816,17881,1,Y,No,11,3,2,80,1,5,2,3,5,2,0,4
30,No,Travel_Rarely,1082,Sales,12,3,Technical Degree,1,533,2,Female,83,3,2,Sales Executive,3,6577,19558,0,Y,No,11,3,2,80,0,6,6,3,5,4,4,4
29,No,Travel_Rarely,232,Research & Development,19,3,Technical Degree,1,611,4,Male,34,3,2,Manufacturing Director,4,4262,22645,4,Y,No,12,3,2,80,2,8,2,4,3,2,1,2
27,No,Travel_Rarely,728,Sales,23,1,Medical,1,1864,2,Female,36,2,2,Sales Representative,3,3540,7018,1,Y,No,21,4,4,80,1,9,5,3,9,8,5,8
34,No,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,1,1658,4,Female,66,3,2,Research Scientist,2,5433,19332,1,Y,No,12,3,3,80,1,11,2,3,11,8,7,9
28,No,Travel_Rarely,857,Research & Development,10,3,Other,1,1097,3,Female,59,3,2,Research Scientist,3,3660,7909,3,Y,No,13,3,4,80,0,10,4,4,8,7,1,7
55,No,Travel_Rarely,836,Research & Development,2,4,Technical Degree,1,1873,2,Male,98,2,1,Research Scientist,4,2662,7975,8,Y,No,20,4,2,80,1,19,2,4,5,2,0,4
24,No,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1,1646,1,Female,32,3,1,Research Scientist,4,3760,17218,1,Y,Yes,13,3,3,80,0,6,2,3,6,3,1,3
56,No,Travel_Rarely,1369,Research & Development,23,3,Life Sciences,1,1373,4,Male,68,3,4,Manufacturing Director,2,13402,18235,4,Y,Yes,12,3,1,80,1,33,0,3,19,16,15,9
38,No,Travel_Rarely,833,Research & Development,18,3,Medical,1,1766,2,Male,60,1,2,Healthcare Representative,4,5811,24539,3,Y,Yes,16,3,3,80,1,15,2,3,1,0,1,0
32,No,Travel_Rarely,120,Research & Development,6,5,Life Sciences,1,231,3,Male,43,3,1,Research Scientist,3,3038,12430,3,Y,No,20,4,1,80,0,8,2,3,5,4,1,4
36,No,Travel_Rarely,1157,Sales,2,4,Life Sciences,1,1556,3,Male,70,3,1,Sales Representative,4,2644,17001,3,Y,Yes,21,4,4,80,0,7,3,2,3,2,1,2
45,No,Travel_Rarely,193,Research & Development,6,4,Other,1,101,4,child,52,3,3,Research Director,1,13245,15067,4,Y,Yes,14,3,2,80,0,17,3,4,0,0,0,0
37,No,Travel_Rarely,1470,Research & Development,10,3,Medical,1,1640,2,child,71,3,1,Research Scientist,2,3936,9953,1,Y,No,11,3,1,80,1,8,2,1,8,4,7,7
27,No,Travel_Rarely,1291,Sales,11,3,Medical,1,1364,3,Female,98,4,1,Sales Representative,4,2534,6527,8,Y,No,14,3,2,80,1,5,4,3,1,0,0,0
31,No,Travel_Rarely,525,Sales,6,4,Medical,1,653,1,Male,66,4,2,Sales Executive,4,5460,6219,4,Y,No,22,4,4,80,2,13,4,4,7,7,5,7
60,No,Travel_Rarely,1179,Sales,16,4,Marketing,1,732,1,Male,84,3,2,Sales Executive,1,5405,11924,8,Y,No,14,3,4,80,0,10,1,3,2,2,2,2
49,No,Travel_Rarely,1490,Research & Development,7,4,Life Sciences,1,1484,3,child,35,3,3,Healthcare Representative,2,10466,20948,3,Y,No,14,3,2,80,2,29,3,3,8,7,0,7
38,No,Non-Travel,1336,Human Resources,2,3,Human Resources,1,1805,1,Male,100,3,1,Human Resources,2,2592,7129,5,Y,No,13,3,4,80,3,13,3,3,11,10,3,8
32,No,Travel_Rarely,128,Research & Development,2,1,Technical Degree,1,362,4,Male,84,2,2,Laboratory Technician,1,2176,19737,4,Y,No,13,3,4,80,0,9,5,3,6,2,0,4
31,No,Travel_Rarely,329,Research & Development,1,2,Life Sciences,1,530,4,Male,98,2,1,Laboratory Technician,1,2218,16193,1,Y,No,12,3,3,80,1,4,3,3,4,2,3,2
50,No,Travel_Rarely,1207,Research & Development,28,1,Medical,1,716,4,Male,74,4,1,Laboratory Technician,3,3221,3297,1,Y,Yes,11,3,3,80,3,20,3,3,20,8,3,8
22,No,Travel_Rarely,217,Research & Development,8,1,Life Sciences,1,1019,2,Male,94,1,1,Laboratory Technician,1,2451,6881,1,Y,No,15,3,1,80,1,4,3,2,4,3,1,1
33,No,Non-Travel,1283,Sales,2,3,Marketing,1,1756,4,child,62,3,2,Sales Executive,2,5147,10697,8,Y,No,15,3,4,80,0,13,2,2,11,7,1,7
41,Yes,Travel_Rarely,1085,Research & Development,2,4,Life Sciences,1,927,2,Female,57,1,1,Laboratory Technician,4,2778,17725,4,Y,Yes,13,3,3,80,1,10,1,2,7,7,1,0
29,No,Travel_Rarely,986,Research & Development,3,4,Medical,1,564,2,Male,93,2,3,Research Director,3,11935,21526,1,Y,No,18,3,3,80,0,10,2,3,10,2,0,7
45,No,Non-Travel,1052,Sales,6,3,Medical,1,302,4,Female,57,2,3,Sales Executive,4,8865,16840,6,Y,No,12,3,4,80,0,23,2,3,19,7,12,8
45,No,Travel_Rarely,176,Human Resources,4,3,Life Sciences,1,1744,3,Female,56,1,3,Human Resources,3,9756,6595,4,Y,No,21,4,3,80,2,9,2,4,5,0,0,3
35,No,Travel_Rarely,1343,Research & Development,27,1,Medical,1,856,3,Female,53,2,1,Research Scientist,1,2559,17852,1,Y,No,11,3,4,80,0,6,3,2,6,5,1,1
45,No,Travel_Rarely,252,Research & Development,1,3,Other,1,336,3,Male,70,4,5,Manager,4,19202,15970,0,Y,No,11,3,3,80,1,25,2,3,24,0,1,7
47,No,Travel_Rarely,1225,Sales,2,4,Life Sciences,1,1676,2,Female,47,4,4,Manager,2,15972,21086,6,Y,No,14,3,3,80,3,29,2,3,3,2,1,2
47,No,Travel_Rarely,465,Research & Development,1,3,Technical Degree,1,1438,1,Male,74,3,1,Research Scientist,4,3420,10205,7,Y,No,12,3,3,80,1,17,2,2,6,5,1,2
34,No,Travel_Rarely,1326,Sales,3,3,Other,1,1478,4,Male,81,1,2,Sales Executive,1,4759,15891,3,Y,No,18,3,4,80,0,15,2,3,13,9,3,12
49,No,Travel_Rarely,1418,Research & Development,1,3,Technical Degree,1,887,3,Female,36,3,1,Research Scientist,1,3580,10554,2,Y,No,16,3,2,80,1,7,2,3,4,2,0,2
42,No,Travel_Rarely,201,Research & Development,1,4,Life Sciences,1,517,2,Female,95,3,1,Laboratory Technician,1,2576,20490,3,Y,No,16,3,2,80,1,8,5,3,5,2,1,2
32,No,Travel_Rarely,859,Research & Development,4,3,Life Sciences,1,830,3,Female,98,2,2,Manufacturing Director,3,6162,19124,1,Y,No,12,3,3,80,1,14,3,3,14,13,6,8
42,No,Travel_Frequently,532,Research & Development,29,2,Life Sciences,1,547,1,Female,92,3,2,Research Scientist,3,4556,12932,2,Y,No,11,3,2,80,1,19,3,3,5,4,0,2
50,No,Travel_Rarely,328,Research & Development,1,3,Medical,1,249,3,Male,86,2,1,Laboratory Technician,3,3690,3425,2,Y,No,15,3,4,80,1,5,2,2,3,2,0,2
38,No,Travel_Rarely,723,Sales,2,4,Marketing,1,1835,2,Female,77,1,2,Sales Representative,4,5405,4244,2,Y,Yes,20,4,1,80,2,20,4,2,4,2,0,3
18,Yes,Travel_Frequently,544,Sales,3,2,Medical,1,1624,2,Female,70,3,1,Sales Representative,4,1569,18420,1,Y,Yes,12,3,3,80,0,0,2,4,0,0,0,0
39,No,Travel_Rarely,524,Research & Development,18,2,Life Sciences,1,1322,1,Male,32,3,2,Manufacturing Director,3,4534,13352,0,Y,No,11,3,1,80,0,9,6,3,8,7,1,7
28,Yes,Travel_Rarely,654,Research & Development,1,2,Life Sciences,1,741,1,Female,67,1,1,Research Scientist,2,2216,3872,7,Y,Yes,13,3,4,80,0,10,4,3,7,7,3,7
37,Yes,Travel_Rarely,807,Human Resources,6,4,Human Resources,1,133,3,child,63,3,1,Human Resources,1,2073,23648,4,Y,Yes,22,4,4,80,0,7,3,3,3,2,0,2
27,No,Travel_Rarely,894,Research & Development,9,3,Medical,1,260,4,Female,99,3,1,Research Scientist,2,2279,11781,1,Y,No,16,3,4,80,0,7,2,2,7,7,0,3
28,Yes,Travel_Rarely,1434,Research & Development,5,4,Technical Degree,1,65,3,Male,50,3,1,Laboratory Technician,3,3441,11179,1,Y,Yes,13,3,3,80,0,2,3,2,2,2,2,2
50,Yes,Travel_Rarely,869,Sales,3,2,Marketing,1,47,1,Male,86,2,1,Sales Representative,3,2683,3810,1,Y,Yes,14,3,3,80,0,3,2,3,3,2,0,2
19,No,Travel_Rarely,265,Research & Development,25,3,Life Sciences,1,1269,2,Female,57,4,1,Research Scientist,4,2994,21221,1,Y,Yes,12,3,4,80,0,1,2,3,1,0,0,1
51,No,Travel_Rarely,770,Human Resources,5,3,Life Sciences,1,1352,3,Male,84,3,4,Manager,2,14026,17588,1,Y,Yes,11,3,2,80,1,33,2,3,33,9,0,10
28,No,Travel_Rarely,736,Sales,26,3,Life Sciences,1,1387,3,Male,48,2,2,Sales Executive,1,4724,24232,1,Y,No,11,3,3,80,1,5,0,3,5,3,0,4
32,No,Travel_Rarely,117,Sales,13,4,Life Sciences,1,859,2,Male,73,3,2,Sales Executive,4,4403,9250,2,Y,No,11,3,3,80,1,8,3,2,5,2,0,3
32,No,Non-Travel,300,Research & Development,1,3,Life Sciences,1,882,4,Male,61,3,1,Laboratory Technician,4,2314,9148,0,Y,No,12,3,2,80,1,4,2,3,3,0,0,2
41,No,Travel_Rarely,645,Sales,1,3,Marketing,1,534,2,Male,49,4,3,Sales Executive,1,8392,19566,1,Y,No,16,3,3,80,1,10,2,3,10,7,0,7
29,No,Travel_Rarely,153,Research & Development,15,2,Life Sciences,1,15,4,Female,49,2,2,Laboratory Technician,3,4193,12682,0,Y,Yes,12,3,4,80,0,10,3,3,9,5,0,8
29,No,Travel_Rarely,665,Research & Development,15,3,Life Sciences,1,346,3,Male,60,3,1,Research Scientist,4,2340,22673,1,Y,No,19,3,1,80,0,6,1,3,6,5,1,5
29,Yes,Travel_Rarely,992,Research & Development,1,3,Technical Degree,1,300,3,Male,85,3,1,Research Scientist,3,2058,19757,0,Y,No,14,3,4,80,0,7,1,2,6,2,1,5
38,No,Travel_Rarely,1495,Research & Development,4,2,Medical,1,1687,4,Female,87,3,1,Laboratory Technician,3,3306,26176,7,Y,No,19,3,4,80,1,7,5,2,0,0,0,0
51,No,Travel_Rarely,632,Sales,21,4,Marketing,1,120,3,Male,71,3,2,Sales Executive,4,5441,8423,0,Y,Yes,22,4,4,80,0,11,2,1,10,7,1,0
38,No,Travel_Rarely,397,Research & Development,2,2,Medical,1,1638,4,Female,54,2,3,Manufacturing Director,3,7756,14199,3,Y,Yes,19,3,4,80,1,10,6,4,5,4,0,2
37,No,Travel_Rarely,367,Research & Development,25,2,Medical,1,1161,3,Female,52,2,2,Healthcare Representative,4,5731,17171,7,Y,No,13,3,3,80,2,9,2,3,6,2,1,3
30,No,Travel_Rarely,317,Research & Development,2,3,Life Sciences,1,548,3,Female,43,1,2,Manufacturing Director,4,6091,24793,2,Y,No,20,4,3,80,0,11,2,3,5,4,0,2
36,No,Travel_Rarely,172,Research & Development,4,4,Life Sciences,1,1435,1,Male,37,2,2,Laboratory Technician,4,5810,22604,1,Y,No,16,3,3,80,0,10,2,2,10,4,1,8
31,Yes,Travel_Frequently,561,Research & Development,3,3,Life Sciences,1,1537,4,Female,33,3,1,Research Scientist,3,4084,4156,1,Y,No,12,3,1,80,0,7,2,1,7,2,7,7
32,No,Travel_Rarely,1018,Research & Development,3,2,Life Sciences,1,727,3,Female,39,3,3,Research Director,4,11159,19373,3,Y,No,15,3,4,80,0,10,6,3,7,7,7,7
44,Yes,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,1,1200,3,Male,96,3,1,Research Scientist,3,2936,10826,1,Y,Yes,11,3,3,80,0,6,4,3,6,4,0,2
28,No,Travel_Rarely,1476,Research & Development,16,2,Medical,1,412,2,child,68,4,2,Healthcare Representative,1,5661,4824,0,Y,No,19,3,3,80,0,9,2,3,8,3,0,7
45,No,Travel_Rarely,1457,Research & Development,7,3,Medical,1,1195,1,Female,83,3,1,Research Scientist,3,4477,20100,4,Y,Yes,19,3,3,80,1,7,2,2,3,2,0,2
53,No,Travel_Rarely,1084,Research & Development,13,2,Medical,1,250,4,Female,57,4,2,Manufacturing Director,1,4450,26250,1,Y,No,11,3,3,80,2,5,3,3,4,2,1,3
47,No,Travel_Frequently,1309,Sales,4,1,Medical,1,467,2,Male,99,3,2,Sales Representative,3,2976,25751,3,Y,No,19,3,1,80,0,5,3,3,0,0,0,0
48,Yes,Travel_Frequently,708,Sales,7,2,Medical,1,1691,4,Female,95,3,1,Sales Representative,3,2655,11740,2,Y,Yes,11,3,3,80,2,19,3,3,9,7,7,7
32,No,Non-Travel,976,Sales,26,4,Marketing,1,333,3,Male,100,3,2,Sales Executive,4,4465,12069,0,Y,No,18,3,1,80,0,4,2,3,3,2,2,2
30,No,Travel_Frequently,1312,Research & Development,23,3,Life Sciences,1,159,1,Male,96,1,1,Research Scientist,3,2613,22310,1,Y,No,25,4,3,80,3,10,2,2,10,7,0,9
36,No,Travel_Rarely,1278,Human Resources,8,3,Life Sciences,1,878,1,Male,77,2,1,Human Resources,1,2342,8635,0,Y,No,21,4,3,80,0,6,3,3,5,4,0,3
31,No,Travel_Rarely,192,Research & Development,2,4,Life Sciences,1,426,3,child,32,3,1,Research Scientist,4,2695,7747,0,Y,Yes,18,3,2,80,1,3,2,1,2,2,2,2
35,No,Travel_Rarely,1224,Sales,7,4,Life Sciences,1,1962,3,child,55,3,2,Sales Executive,4,5204,13586,1,Y,Yes,11,3,4,80,0,10,2,3,10,8,0,9
42,No,Travel_Frequently,288,Research & Development,2,3,Life Sciences,1,1547,4,Male,40,3,3,Healthcare Representative,4,10124,18611,2,Y,Yes,14,3,3,80,1,24,3,1,20,8,13,9
29,Yes,Travel_Frequently,459,Research & Development,24,2,Life Sciences,1,1868,4,Male,73,2,1,Research Scientist,4,2439,14753,1,Y,Yes,24,4,2,80,0,1,3,2,1,0,1,0
20,Yes,Travel_Rarely,1097,Research & Development,11,3,Medical,1,1016,4,Female,98,2,1,Research Scientist,1,2600,18275,1,Y,Yes,15,3,1,80,0,1,2,3,1,0,0,0
35,No,Travel_Rarely,735,Research & Development,6,1,Life Sciences,1,1291,3,Male,66,3,1,Research Scientist,3,3506,6020,0,Y,Yes,14,3,4,80,0,4,3,3,3,2,2,2
59,No,Travel_Rarely,715,Research & Development,2,3,Life Sciences,1,1032,3,Female,69,2,4,Manufacturing Director,4,13726,21829,3,Y,Yes,13,3,1,80,0,30,4,3,5,3,4,3
31,Yes,Travel_Frequently,1060,Sales,1,3,Life Sciences,1,1331,4,child,54,3,1,Sales Representative,2,2302,8319,1,Y,Yes,11,3,1,80,0,3,2,4,3,2,2,2
33,No,Travel_Rarely,1198,Research & Development,1,4,Other,1,939,3,Male,100,2,1,Research Scientist,1,2799,3339,3,Y,Yes,11,3,2,80,0,6,1,3,3,2,0,2
49,No,Travel_Rarely,465,Research & Development,6,1,Life Sciences,1,1661,3,Female,41,2,4,Healthcare Representative,3,13966,11652,2,Y,Yes,19,3,2,80,1,30,3,3,15,11,2,12
41,No,Travel_Rarely,1276,Sales,2,5,Life Sciences,1,625,2,Female,91,3,4,Manager,1,16595,5626,7,Y,No,16,3,2,80,1,22,2,3,18,16,11,8
30,Yes,Travel_Frequently,109,Research & Development,5,3,Medical,1,1017,2,Female,60,3,1,Laboratory Technician,2,2422,25725,0,Y,No,17,3,1,80,0,4,3,3,3,2,1,2
39,No,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,1,531,2,Male,52,3,5,Manager,3,19197,8213,1,Y,Yes,14,3,3,80,1,21,3,3,21,8,1,6
42,No,Travel_Rarely,933,Research & Development,29,3,Life Sciences,1,836,2,Male,98,3,2,Manufacturing Director,2,4434,11806,1,Y,No,13,3,4,80,1,10,3,2,9,8,7,8
42,No,Non-Travel,335,Research & Development,23,2,Life Sciences,1,1976,4,Male,37,2,2,Research Scientist,3,4332,14811,1,Y,No,12,3,4,80,0,20,2,3,20,9,3,7
27,No,Travel_Rarely,1240,Research & Development,2,4,Life Sciences,1,54,4,Female,33,3,1,Laboratory Technician,1,2341,19715,1,Y,No,13,3,4,80,1,1,6,3,1,0,0,0
52,Yes,Travel_Rarely,1030,Sales,5,3,Life Sciences,1,1319,2,Male,64,3,3,Sales Executive,2,8446,21534,9,Y,Yes,19,3,3,80,0,10,2,2,8,7,7,7
33,No,Travel_Rarely,654,Research & Development,5,3,Life Sciences,1,1099,4,Male,34,2,3,Healthcare Representative,4,7119,21214,4,Y,No,15,3,3,80,1,9,2,3,3,2,1,2
