Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
47,Yes,Travel_Frequently,719,Sales,27,2,Life Sciences,1,785,2,Female,77,4,2,Sales Executive,3,Single,10339,4,Y,Yes,12,3,4,80,0,8,2,3,5,4,1,3
47,No,Travel_Rarely,983,Research & Development,2,2,Medical,1,574,1,Female,65,3,2,Manufacturing Director,4,Divorced,7389,5,Y,No,13,3,3,80,3,20,2,3,5,0,0,4
46,No,Travel_Rarely,734,Research & Development,2,4,Medical,1,1789,3,child,46,3,5,Research Director,4,Divorced,14218,7,Y,Yes,17,3,3,80,1,24,3,3,2,1,2,2
34,No,Travel_Rarely,665,Research & Development,6,4,Other,1,138,1,Female,41,3,2,Research Scientist,3,Single,12482,1,Y,No,14,3,3,80,0,16,3,3,16,13,2,10
28,No,Travel_Frequently,791,Research & Development,1,4,Medical,1,1286,4,Male,44,3,1,Laboratory Technician,3,Single,6842,0,Y,Yes,11,3,3,80,0,5,2,2,4,2,0,2
55,No,Travel_Rarely,836,Research & Development,2,4,Technical Degree,1,1873,2,Male,98,2,1,Research Scientist,4,Married,7975,8,Y,No,20,4,2,80,1,19,2,4,5,2,0,4
38,No,Non-Travel,1336,Human Resources,2,3,Human Resources,1,1805,1,Male,100,3,1,Human Resources,2,Divorced,7129,5,Y,No,13,3,4,80,3,13,3,3,11,10,3,8
45,No,Travel_Frequently,364,Research & Development,25,3,Medical,1,1306,2,Female,83,3,5,Manager,2,Single,13035,3,Y,No,22,4,3,80,0,22,4,3,0,0,0,0
21,No,Travel_Rarely,501,Sales,5,1,Medical,1,2021,3,Male,58,3,1,Sales Representative,1,Single,25479,1,Y,Yes,11,3,4,80,0,2,6,3,2,2,1,2
24,No,Travel_Rarely,1206,Research & Development,17,1,Medical,1,1009,4,Female,41,2,2,Manufacturing Director,3,Divorced,24117,1,Y,No,15,3,2,80,2,5,6,3,4,2,3,2
30,No,Travel_Rarely,305,Research & Development,16,3,Life Sciences,1,1763,3,Male,58,4,2,Healthcare Representative,3,Married,9128,3,Y,No,16,3,3,80,1,10,3,3,7,0,1,7
32,No,Travel_Rarely,371,Sales,19,3,Life Sciences,1,1739,4,Male,80,1,3,Sales Executive,3,Married,3840,3,Y,No,13,3,3,80,1,10,2,1,4,3,0,2
26,Yes,Travel_Rarely,1330,Research & Development,21,3,Medical,1,1107,1,Male,37,3,1,Laboratory Technician,3,Divorced,19373,1,Y,No,20,4,3,80,1,1,0,2,1,1,0,0
40,No,Travel_Rarely,898,Human Resources,6,2,Medical,1,1550,3,Male,38,3,4,Manager,4,Single,17381,1,Y,Yes,21,4,4,80,0,21,2,3,21,7,7,7
30,No,Non-Travel,879,Research & Development,9,2,Medical,1,1298,3,Female,72,3,2,Manufacturing Director,3,Single,12858,7,Y,Yes,18,3,3,80,0,10,3,3,8,4,1,7
20,Yes,Travel_Rarely,1362,Research & Development,10,1,Medical,1,701,4,Male,32,3,1,Research Scientist,3,Single,26999,1,Y,Yes,11,3,4,80,0,1,5,3,1,0,1,1
25,No,Travel_Rarely,622,Sales,13,1,Medical,1,645,2,Male,40,3,1,Sales Representative,3,Married,26376,1,Y,No,11,3,3,80,0,7,1,3,7,4,0,6
27,No,Travel_Rarely,1055,Research & Development,2,4,Life Sciences,1,1027,1,Female,47,3,2,Manufacturing Director,4,Married,4658,0,Y,No,18,3,2,80,1,4,2,3,3,2,2,2
26,No,Travel_Rarely,1355,Human Resources,25,1,Life Sciences,1,177,3,Female,61,3,1,Human Resources,3,Married,8916,1,Y,No,23,4,4,80,1,8,3,3,8,7,5,7
37,No,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,1,715,4,Male,80,4,1,Research Scientist,4,Single,15232,3,Y,No,17,3,1,80,0,4,2,3,1,0,0,0
25,No,Travel_Rarely,1372,Sales,18,1,Life Sciences,1,1399,1,Male,93,4,2,Sales Executive,3,Married,12477,2,Y,No,11,3,2,80,0,6,3,2,3,2,1,2
45,No,Travel_Rarely,1457,Research & Development,7,3,Medical,1,1195,1,Female,83,3,1,Research Scientist,3,Married,20100,4,Y,Yes,19,3,3,80,1,7,2,2,3,2,0,2
28,No,Travel_Frequently,193,Research & Development,2,3,Life Sciences,1,1296,4,Male,52,2,1,Laboratory Technician,4,Married,14222,1,Y,Yes,12,3,2,80,1,2,2,3,2,2,2,2
41,No,Travel_Rarely,1276,Sales,2,5,Life Sciences,1,625,2,Female,91,3,4,Manager,1,Married,5626,7,Y,No,16,3,2,80,1,22,2,3,18,16,11,8
45,No,Non-Travel,1052,Sales,6,3,Medical,1,302,4,Female,57,2,3,Sales Executive,4,Single,16840,6,Y,No,12,3,4,80,0,23,2,3,19,7,12,8
30,No,Travel_Rarely,1358,Sales,16,1,Life Sciences,1,1479,4,Male,96,3,2,Sales Executive,3,Married,2939,8,Y,No,15,3,3,80,2,4,2,2,2,1,2,2
38,No,Travel_Rarely,322,Sales,7,2,Medical,1,382,1,Female,44,4,2,Sales Executive,1,Divorced,19191,1,Y,Yes,24,4,3,80,1,8,3,3,8,0,7,7
27,No,Travel_Rarely,155,Research & Development,4,3,Life Sciences,1,2064,2,Male,87,4,2,Manufacturing Director,2,Married,5174,1,Y,Yes,20,4,2,80,1,6,0,3,6,2,0,3
54,No,Travel_Rarely,548,Research & Development,8,4,Life Sciences,1,578,3,Female,42,3,2,Laboratory Technician,3,Single,23428,7,Y,No,11,3,3,80,0,19,3,3,1,0,0,0
46,No,Travel_Rarely,1402,Sales,2,3,Marketing,1,1204,3,child,69,3,4,Manager,1,Married,24097,8,Y,No,23,4,1,80,0,28,2,3,26,15,15,9
37,No,Travel_Rarely,1115,Research & Development,1,4,Life Sciences,1,77,1,Male,51,2,2,Manufacturing Director,3,Divorced,2689,1,Y,No,18,3,3,80,1,7,2,4,7,5,0,7
42,No,Travel_Rarely,1396,Research & Development,6,3,Medical,1,1911,3,child,83,3,3,Research Director,1,Married,14842,9,Y,No,13,3,2,80,1,18,3,4,13,7,5,7
36,No,Travel_Rarely,132,Research & Development,6,3,Life Sciences,1,97,2,Female,55,4,1,Laboratory Technician,4,Married,22002,3,Y,No,12,3,2,80,0,5,3,3,1,0,0,0
37,No,Travel_Rarely,309,Sales,10,4,Life Sciences,1,1105,4,Female,88,2,2,Sales Executive,4,Divorced,24223,2,Y,Yes,14,3,3,80,3,8,5,3,1,0,0,0
53,No,Travel_Rarely,868,Sales,8,3,Marketing,1,897,1,Male,73,3,4,Sales Executive,4,Married,22789,5,Y,No,14,3,3,80,1,28,3,3,2,0,2,2
46,No,Travel_Rarely,705,Sales,2,4,Marketing,1,38,2,child,83,3,5,Manager,1,Single,22822,3,Y,No,12,3,4,80,0,22,2,2,2,2,2,1
38,No,Travel_Rarely,433,Human Resources,1,3,Human Resources,1,1152,3,Male,37,4,1,Human Resources,3,Married,6004,1,Y,No,13,3,4,80,1,7,2,4,7,6,5,0
21,No,Travel_Rarely,1343,Sales,22,1,Technical Degree,1,669,3,Male,49,3,1,Sales Representative,3,Single,24444,1,Y,No,11,3,3,80,0,3,2,3,3,2,1,2
54,No,Travel_Rarely,376,Research & Development,19,4,Medical,1,799,4,Female,95,3,2,Manufacturing Director,1,Divorced,22670,9,Y,Yes,11,3,2,80,2,9,4,3,5,3,1,4
29,Yes,Travel_Rarely,341,Sales,1,3,Medical,1,896,2,Female,48,2,1,Sales Representative,3,Divorced,23522,6,Y,Yes,19,3,3,80,3,5,3,3,3,2,0,2
27,No,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,1094,1,Male,87,1,1,Laboratory Technician,3,Married,5869,1,Y,No,19,3,4,80,3,3,4,3,3,2,1,2
39,No,Travel_Frequently,505,Research & Development,2,4,Technical Degree,1,343,3,child,64,3,3,Healthcare Representative,3,Single,6420,0,Y,No,25,4,4,80,0,20,1,3,19,6,11,8
31,No,Travel_Rarely,311,Research & Development,20,3,Life Sciences,1,1881,2,Male,89,3,2,Laboratory Technician,3,Divorced,18624,1,Y,No,11,3,1,80,1,10,2,3,10,8,0,2
26,No,Travel_Rarely,991,Research & Development,6,3,Life Sciences,1,686,3,Female,71,3,1,Laboratory Technician,4,Married,17759,1,Y,Yes,13,3,3,80,1,3,2,3,3,2,0,2
34,No,Travel_Rarely,829,Human Resources,3,2,Human Resources,1,847,3,Male,88,3,1,Human Resources,4,Married,2243,0,Y,No,19,3,3,80,1,4,1,1,3,2,0,2
27,No,Travel_Rarely,618,Research & Development,4,3,Life Sciences,1,933,2,Female,76,3,1,Research Scientist,3,Single,17808,1,Y,No,19,3,3,80,0,1,2,3,1,1,0,0
39,No,Travel_Rarely,466,Research & Development,1,1,Life Sciences,1,1026,4,child,65,2,4,Manufacturing Director,4,Married,7060,1,Y,No,16,3,3,80,1,21,3,3,21,6,11,8
50,No,Travel_Rarely,264,Sales,9,3,Marketing,1,1591,3,Male,59,3,5,Manager,3,Married,19519,4,Y,Yes,16,3,3,80,1,27,2,3,1,0,0,0
31,No,Travel_Rarely,326,Sales,8,2,Life Sciences,1,1453,1,child,31,3,3,Sales Executive,4,Divorced,8386,1,Y,No,18,3,1,80,1,13,5,3,13,7,9,9
33,No,Travel_Rarely,1242,Sales,8,4,Life Sciences,1,1560,1,Male,46,3,2,Sales Executive,1,Married,10589,2,Y,No,13,3,4,80,1,8,6,1,2,2,2,2
42,No,Travel_Rarely,188,Research & Development,29,3,Medical,1,1148,2,Male,56,1,2,Laboratory Technician,4,Single,9558,4,Y,No,19,3,1,80,0,16,3,3,1,0,0,0
43,No,Travel_Frequently,1422,Sales,2,4,Life Sciences,1,1849,1,Male,92,3,2,Sales Executive,4,Married,19246,1,Y,No,20,4,3,80,1,7,5,3,7,7,7,7
34,No,Travel_Rarely,304,Sales,2,3,Other,1,786,4,Male,60,3,2,Sales Executive,4,Single,18686,1,Y,No,22,4,3,80,0,6,5,3,6,5,1,4
39,No,Travel_Rarely,867,Research & Development,9,2,Medical,1,1936,1,Male,87,3,2,Manufacturing Director,1,Married,12315,1,Y,No,25,4,4,80,1,10,3,3,10,0,7,9
43,No,Travel_Rarely,782,Research & Development,6,4,Other,1,661,2,Male,50,2,4,Research Director,4,Divorced,2671,4,Y,Yes,14,3,3,80,1,21,3,2,1,0,0,0
33,Yes,Travel_Rarely,1277,Research & Development,15,1,Medical,1,582,2,child,56,3,3,Manager,3,Married,24619,7,Y,Yes,12,3,4,80,0,15,2,4,7,6,7,7
26,Yes,Travel_Rarely,920,Human Resources,20,2,Medical,1,1818,4,Female,69,3,1,Human Resources,2,Married,6889,0,Y,Yes,11,3,3,80,0,6,3,3,5,1,1,4
24,No,Travel_Rarely,771,Research & Development,1,2,Life Sciences,1,1981,2,Male,45,2,2,Healthcare Representative,3,Single,14120,1,Y,No,12,3,2,80,0,4,2,2,4,3,1,2
42,Yes,Travel_Frequently,933,Research & Development,19,3,Medical,1,752,3,Male,57,4,1,Research Scientist,3,Divorced,20366,6,Y,Yes,12,3,4,80,0,7,2,3,2,2,2,2
31,No,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,1,581,3,Male,33,3,3,Manufacturing Director,2,Divorced,14394,1,Y,No,25,4,4,80,1,13,6,4,13,8,0,8
51,No,Travel_Rarely,1302,Research & Development,2,3,Medical,1,408,4,Male,84,1,2,Manufacturing Director,2,Divorced,16321,5,Y,No,18,3,4,80,1,13,3,3,4,1,1,2
50,No,Travel_Frequently,809,Sales,12,3,Marketing,1,174,3,Female,77,3,3,Sales Executive,4,Single,6645,4,Y,No,11,3,4,80,0,16,3,3,2,2,2,1
55,No,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,1,1096,4,Male,65,3,3,Manufacturing Director,2,Married,15813,3,Y,No,18,3,2,80,1,23,4,3,3,2,1,2
32,Yes,Travel_Rarely,1033,Research & Development,9,3,Medical,1,190,1,Female,41,3,1,Laboratory Technician,1,Single,10224,7,Y,No,22,4,1,80,0,10,2,4,5,4,0,4
48,No,Travel_Rarely,969,Research & Development,2,2,Technical Degree,1,1258,4,Male,76,4,1,Laboratory Technician,2,Single,16620,5,Y,No,11,3,3,80,0,7,4,2,1,0,0,0
42,Yes,Travel_Frequently,481,Sales,12,3,Life Sciences,1,1167,3,Male,44,3,4,Sales Executive,1,Single,2447,0,Y,Yes,12,3,2,80,0,22,2,2,21,9,13,14
21,No,Travel_Rarely,996,Research & Development,3,2,Medical,1,379,4,Male,100,2,1,Research Scientist,3,Single,10531,1,Y,No,17,3,1,80,0,3,4,4,3,2,1,0
51,No,Travel_Rarely,942,Research & Development,3,3,Technical Degree,1,1786,1,Female,53,3,3,Manager,3,Married,22984,2,Y,No,11,3,4,80,0,15,2,3,2,2,2,2
45,No,Non-Travel,1050,Sales,9,4,Life Sciences,1,1117,2,Female,65,2,2,Sales Executive,3,Married,17970,1,Y,No,13,3,4,80,1,15,2,3,15,10,4,12
47,No,Non-Travel,1169,Research & Development,14,4,Technical Degree,1,1934,3,Male,64,3,2,Research Scientist,2,Married,2125,8,Y,No,18,3,3,80,1,16,4,4,8,7,1,7
21,No,Travel_Rarely,391,Research & Development,15,2,Life Sciences,1,30,3,Male,96,3,1,Research Scientist,4,Single,19281,1,Y,No,14,3,4,80,0,0,6,3,0,0,0,0
24,No,Travel_Rarely,1353,Sales,3,2,Other,1,128,1,Female,33,3,2,Sales Executive,3,Married,17519,0,Y,No,21,4,1,80,1,4,2,2,3,2,0,2
38,No,Travel_Rarely,1035,Sales,3,4,Life Sciences,1,1036,2,Male,42,3,2,Sales Executive,4,Single,4981,8,Y,Yes,12,3,3,80,0,19,1,3,1,0,0,0
55,No,Travel_Rarely,452,Research & Development,1,3,Medical,1,374,4,Male,81,3,5,Manager,1,Single,18938,0,Y,Yes,14,3,3,80,0,37,2,3,36,10,4,13
44,No,Travel_Rarely,1099,Sales,5,3,Marketing,1,1267,2,Male,88,3,5,Manager,2,Married,8751,7,Y,No,11,3,3,80,1,26,5,3,22,9,3,10
40,No,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,1092,1,Male,61,3,3,Healthcare Representative,4,Married,26542,4,Y,No,20,4,4,80,1,14,6,3,11,10,11,1
19,No,Travel_Rarely,1181,Research & Development,3,1,Medical,1,201,2,Female,79,3,1,Laboratory Technician,2,Single,16102,1,Y,No,14,3,4,80,0,1,3,3,1,0,0,0
26,No,Travel_Rarely,390,Research & Development,17,4,Medical,1,1718,4,Male,62,1,1,Laboratory Technician,3,Married,6217,1,Y,No,15,3,3,80,3,3,3,4,3,2,0,2
32,No,Travel_Rarely,120,Research & Development,6,5,Life Sciences,1,231,3,Male,43,3,1,Research Scientist,3,Single,12430,3,Y,No,20,4,1,80,0,8,2,3,5,4,1,4
35,Yes,Travel_Rarely,104,Research & Development,2,3,Life Sciences,1,1569,1,Female,69,3,1,Laboratory Technician,1,Divorced,26619,1,Y,Yes,12,3,4,80,1,1,2,3,1,0,0,0
44,No,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,1,665,1,Female,50,2,2,Human Resources,3,Single,26894,4,Y,No,11,3,2,80,0,10,1,4,2,2,0,2
51,No,Travel_Rarely,1318,Sales,26,4,Marketing,1,851,1,Female,66,3,4,Manager,3,Married,5594,2,Y,No,14,3,3,80,1,29,2,2,20,6,4,17
26,No,Travel_Rarely,1167,Sales,5,3,Other,1,2060,4,Female,30,2,1,Sales Representative,3,Single,21378,0,Y,No,18,3,4,80,0,5,2,3,4,2,0,0
29,No,Non-Travel,746,Sales,2,3,Life Sciences,1,469,4,Male,61,3,2,Sales Executive,3,Married,16928,1,Y,No,14,3,1,80,1,4,3,2,4,3,0,2
30,No,Travel_Rarely,1082,Sales,12,3,Technical Degree,1,533,2,Female,83,3,2,Sales Executive,3,Single,19558,0,Y,No,11,3,2,80,0,6,6,3,5,4,4,4
45,No,Travel_Rarely,788,Human Resources,24,4,Medical,1,1049,2,Male,36,3,1,Human Resources,2,Single,8318,1,Y,No,16,3,1,80,0,6,3,3,6,3,0,4
30,No,Travel_Rarely,921,Research & Development,1,3,Life Sciences,1,806,4,child,38,1,1,Laboratory Technician,3,Married,24375,3,Y,No,21,4,3,80,2,7,2,3,2,2,0,2
29,Yes,Travel_Rarely,805,Research & Development,1,2,Life Sciences,1,816,2,Female,36,2,1,Laboratory Technician,1,Married,6689,1,Y,Yes,11,3,4,80,1,1,1,3,1,0,0,0
36,No,Travel_Rarely,1425,Research & Development,14,1,Life Sciences,1,924,3,Male,68,3,2,Healthcare Representative,4,Married,4821,0,Y,Yes,17,3,1,80,1,17,2,2,16,8,4,11
30,No,Non-Travel,990,Research & Development,7,3,Technical Degree,1,1482,3,Male,64,3,1,Research Scientist,3,Divorced,7152,1,Y,No,13,3,2,80,2,1,2,2,1,0,0,0
44,No,Travel_Rarely,1488,Sales,1,5,Marketing,1,68,2,Female,75,3,2,Sales Executive,1,Divorced,4009,5,Y,Yes,21,4,3,80,1,9,2,2,4,3,1,3
31,No,Travel_Rarely,1154,Sales,2,2,Life Sciences,1,1996,1,Male,54,3,1,Sales Representative,3,Married,6393,0,Y,No,19,3,3,80,1,3,1,3,2,2,1,2
40,No,Travel_Rarely,1194,Research & Development,2,4,Medical,1,2051,3,Female,98,3,1,Research Scientist,3,Married,12549,2,Y,No,14,3,2,80,3,20,2,3,5,3,0,2
32,Yes,Non-Travel,1474,Sales,11,4,Other,1,631,4,Male,60,4,2,Sales Executive,3,Married,23914,8,Y,No,12,3,4,80,0,6,2,3,4,2,1,2
34,No,Travel_Rarely,507,Sales,15,2,Medical,1,1356,3,Female,66,3,2,Sales Executive,1,Single,23553,1,Y,No,12,3,4,80,0,10,6,4,10,8,9,6
27,No,Non-Travel,210,Sales,1,1,Marketing,1,449,3,Male,73,3,2,Sales Executive,2,Married,22107,0,Y,Yes,13,3,4,80,1,6,0,3,5,4,1,4
22,No,Non-Travel,457,Research & Development,26,2,Other,1,1605,2,Female,85,2,1,Research Scientist,3,Married,10293,1,Y,Yes,14,3,2,80,0,4,2,2,4,2,1,3
45,No,Non-Travel,1238,Research & Development,1,1,Life Sciences,1,1712,3,Male,74,2,3,Healthcare Representative,3,Married,3395,3,Y,No,23,4,4,80,1,25,3,2,23,15,14,4
31,Yes,Travel_Rarely,249,Sales,6,4,Life Sciences,1,163,2,Male,76,1,2,Sales Executive,3,Married,20739,4,Y,Yes,18,3,2,80,0,12,3,2,7,7,7,7
36,No,Travel_Rarely,796,Research & Development,12,5,Medical,1,1073,4,Female,51,2,3,Manufacturing Director,4,Single,15669,0,Y,No,11,3,2,80,0,15,2,2,14,8,7,8
29,No,Travel_Rarely,1328,Research & Development,2,3,Life Sciences,1,94,3,Male,76,3,1,Research Scientist,2,Married,4956,0,Y,No,23,4,4,80,1,6,3,3,5,4,0,4
31,No,Travel_Rarely,1332,Research & Development,11,2,Medical,1,1251,3,Male,80,3,2,Healthcare Representative,1,Married,17089,1,Y,Yes,12,3,4,80,0,6,2,2,6,5,0,1
24,Yes,Travel_Rarely,984,Research & Development,17,2,Life Sciences,1,1219,4,Female,97,3,1,Laboratory Technician,2,Married,3372,1,Y,No,13,3,1,80,1,1,3,1,1,0,0,0
28,No,Travel_Rarely,760,Sales,2,4,Marketing,1,846,2,Female,81,3,2,Sales Executive,2,Married,3698,1,Y,Yes,20,4,1,80,0,8,2,3,8,7,7,5
25,No,Non-Travel,675,Research & Development,5,2,Life Sciences,1,369,2,Male,85,4,2,Healthcare Representative,1,Divorced,18384,1,Y,No,12,3,4,80,2,6,2,3,6,3,1,5
42,No,Travel_Frequently,288,Research & Development,2,3,Life Sciences,1,1547,4,Male,40,3,3,Healthcare Representative,4,Married,18611,2,Y,Yes,14,3,3,80,1,24,3,1,20,8,13,9
34,Yes,Travel_Frequently,658,Research & Development,7,3,Life Sciences,1,147,1,child,66,1,2,Laboratory Technician,3,Single,22887,1,Y,Yes,24,4,4,80,0,9,3,3,9,7,0,6
35,No,Travel_Rarely,1402,Sales,28,4,Life Sciences,1,1554,2,Female,98,2,1,Sales Representative,3,Married,26204,0,Y,No,23,4,1,80,2,6,5,3,5,3,4,2
50,No,Travel_Rarely,328,Research & Development,1,3,Medical,1,249,3,Male,86,2,1,Laboratory Technician,3,Married,3425,2,Y,No,15,3,4,80,1,5,2,2,3,2,0,2
34,No,Travel_Rarely,970,Research & Development,8,2,Medical,1,757,2,Female,96,3,2,Healthcare Representative,3,Single,7360,3,Y,No,11,3,4,80,0,10,2,3,5,1,4,3
28,Yes,Non-Travel,1366,Research & Development,24,2,Technical Degree,1,1082,2,Male,72,2,3,Healthcare Representative,1,Single,12355,1,Y,No,12,3,1,80,0,10,2,2,10,7,1,9
37,No,Travel_Rarely,589,Sales,9,2,Marketing,1,1787,2,Male,46,2,2,Sales Executive,2,Married,8800,1,Y,No,14,3,1,80,2,5,2,3,5,2,0,3
32,Yes,Travel_Rarely,414,Sales,2,4,Marketing,1,1862,3,Male,82,2,2,Sales Executive,2,Single,26186,7,Y,Yes,12,3,3,80,0,7,3,2,2,2,2,2
40,No,Travel_Rarely,448,Research & Development,16,3,Life Sciences,1,1641,3,Female,84,3,3,Manufacturing Director,4,Single,19948,6,Y,Yes,15,3,4,80,0,18,2,2,4,2,3,3
31,No,Travel_Rarely,688,Sales,7,3,Life Sciences,1,613,3,child,44,2,3,Manager,4,Divorced,25291,9,Y,No,21,4,3,80,1,10,3,2,5,4,0,1
39,No,Non-Travel,792,Research & Development,1,3,Life Sciences,1,1737,4,Male,77,3,2,Laboratory Technician,4,Married,8989,1,Y,Yes,15,3,4,80,1,9,2,3,9,8,5,8
25,No,Travel_Rarely,883,Sales,26,1,Medical,1,781,3,Female,32,3,2,Sales Executive,4,Single,22807,1,Y,No,23,4,2,80,0,6,5,2,6,5,1,4
42,No,Travel_Rarely,469,Research & Development,2,2,Medical,1,1109,4,Male,35,3,4,Manager,1,Married,14399,0,Y,No,17,3,4,80,1,23,3,3,22,6,13,7
35,No,Travel_Frequently,138,Research & Development,2,3,Medical,1,269,2,Female,37,3,2,Laboratory Technician,2,Single,15986,5,Y,No,11,3,4,80,0,10,5,3,6,2,1,2
29,No,Travel_Rarely,468,Research & Development,28,4,Medical,1,2054,4,child,73,2,1,Research Scientist,1,Single,8489,1,Y,No,14,3,2,80,0,5,3,1,5,4,0,4
37,No,Travel_Rarely,1319,Research & Development,6,3,Medical,1,474,3,Male,51,4,2,Research Scientist,1,Divorced,17001,4,Y,Yes,13,3,1,80,2,13,2,3,7,7,6,7
31,No,Non-Travel,976,Research & Development,3,2,Medical,1,1948,3,Male,48,3,1,Research Scientist,1,Divorced,3995,1,Y,Yes,13,3,4,80,1,4,3,4,4,2,2,3
33,No,Travel_Frequently,827,Research & Development,1,4,Other,1,998,3,Female,84,4,2,Healthcare Representative,2,Married,20161,1,Y,Yes,13,3,1,80,1,6,2,3,6,5,1,2
44,No,Travel_Rarely,1037,Research & Development,1,3,Medical,1,2020,2,Male,42,3,1,Research Scientist,4,Single,13422,6,Y,Yes,12,3,3,80,0,6,2,3,4,3,1,2
25,Yes,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,1,1106,4,Male,32,3,1,Laboratory Technician,4,Married,4605,1,Y,Yes,15,3,2,80,1,7,3,4,7,7,5,6
49,Yes,Travel_Frequently,1475,Research & Development,28,2,Life Sciences,1,1420,1,Male,97,2,2,Laboratory Technician,1,Single,22710,3,Y,No,20,4,1,80,0,20,2,3,4,3,1,3
31,No,Travel_Frequently,1327,Research & Development,3,4,Medical,1,337,2,Male,73,3,3,Research Director,3,Divorced,13523,9,Y,No,12,3,1,80,1,9,3,3,2,2,2,2
35,No,Travel_Rarely,1232,Sales,16,3,Marketing,1,406,3,Male,96,3,3,Sales Executive,2,Married,5100,0,Y,No,15,3,3,80,2,12,3,2,11,9,6,9
59,No,Travel_Frequently,1225,Sales,1,1,Life Sciences,1,91,1,Female,57,2,2,Sales Executive,3,Single,24668,7,Y,No,11,3,4,80,0,20,2,2,4,3,1,3
53,No,Travel_Rarely,1070,Research & Development,3,4,Medical,1,386,3,child,45,3,4,Research Director,3,Married,21016,3,Y,Yes,16,3,4,80,3,21,5,2,5,3,1,3
35,No,Travel_Rarely,1219,Sales,18,3,Medical,1,975,3,Female,86,3,2,Sales Executive,3,Married,6179,1,Y,No,16,3,2,80,0,5,3,3,5,2,1,0
39,No,Travel_Rarely,1462,Sales,6,3,Medical,1,1588,4,Male,38,4,3,Sales Executive,3,Married,4658,2,Y,No,11,3,1,80,1,11,3,3,7,6,7,6
34,No,Travel_Rarely,216,Sales,1,4,Marketing,1,1047,2,Male,75,4,2,Sales Executive,4,Divorced,12278,0,Y,No,11,3,4,80,1,16,2,2,15,1,0,9
36,No,Travel_Rarely,1266,Sales,10,4,Technical Degree,1,1880,2,Female,63,2,2,Sales Executive,3,Married,6060,1,Y,Yes,13,3,1,80,1,10,4,3,10,9,1,7
