Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
19,No,Travel_Rarely,645,Research & Development,9,2,Life Sciences,1,1193,3,Male,54,3,1,Research Scientist,Single,2552,7172,1,Y,No,25,4,3,80,0,1,4,3,1,1,0,0
36,No,Travel_Rarely,884,Sales,1,4,Life Sciences,1,1585,2,Female,73,3,2,Sales Executive,Single,6815,21447,6,Y,No,13,3,1,80,0,15,5,3,1,0,0,0
28,No,Travel_Rarely,1083,Research & Development,29,1,Life Sciences,1,1514,3,Male,96,1,2,Manufacturing Director,Married,6549,3173,1,Y,No,14,3,2,80,2,8,2,2,8,6,1,7
30,No,Travel_Rarely,317,Research & Development,2,3,Life Sciences,1,548,3,Female,43,1,2,Manufacturing Director,Single,6091,24793,2,Y,No,20,4,3,80,0,11,2,3,5,4,0,2
40,Yes,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,1649,1,Male,73,3,1,Laboratory Technician,Single,2166,3339,3,Y,Yes,14,3,2,80,0,10,3,1,4,2,0,3
34,No,Travel_Rarely,254,Research & Development,1,2,Life Sciences,1,649,2,Male,83,2,1,Research Scientist,Married,3622,22794,1,Y,Yes,13,3,4,80,1,6,3,3,6,5,1,3
28,No,Travel_Rarely,1476,Research & Development,16,2,Medical,1,412,2,child,68,4,2,Healthcare Representative,Single,5661,4824,0,Y,No,19,3,3,80,0,9,2,3,8,3,0,7
56,Yes,Travel_Rarely,310,Research & Development,7,2,Technical Degree,1,2032,4,Male,72,3,1,Laboratory Technician,Married,2339,3666,8,Y,No,11,3,4,80,1,14,4,1,10,9,9,8
27,No,Travel_Rarely,1302,Research & Development,19,3,Other,1,1619,4,Male,67,2,1,Laboratory Technician,Divorced,4066,16290,1,Y,No,11,3,1,80,2,7,3,3,7,7,0,7
43,No,Travel_Rarely,982,Research & Development,12,3,Life Sciences,1,520,1,Male,59,2,4,Research Director,Divorced,14336,4345,1,Y,No,11,3,3,80,1,25,3,3,25,10,3,9
38,No,Non-Travel,1336,Human Resources,2,3,Human Resources,1,1805,1,Male,100,3,1,Human Resources,Divorced,2592,7129,5,Y,No,13,3,4,80,3,13,3,3,11,10,3,8
31,Yes,Travel_Frequently,534,Research & Development,20,3,Life Sciences,1,587,1,Male,66,3,3,Healthcare Representative,Married,9824,22908,3,Y,No,12,3,1,80,0,12,2,3,1,0,0,0
31,Yes,Travel_Rarely,1365,Sales,13,4,Medical,1,650,2,Male,46,3,2,Sales Executive,Divorced,4233,11512,2,Y,No,17,3,3,80,0,9,2,1,3,1,1,2
27,No,Travel_Rarely,205,Sales,10,3,Marketing,1,1403,4,Female,98,2,2,Sales Executive,Married,5769,7100,1,Y,Yes,11,3,4,80,0,6,3,3,6,2,4,4
46,No,Travel_Rarely,566,Research & Development,7,2,Medical,1,1007,4,Male,75,3,3,Manufacturing Director,Divorced,10845,24208,6,Y,No,13,3,2,80,1,13,3,3,8,7,0,7
38,No,Travel_Rarely,1153,Research & Development,6,2,Other,1,1782,4,Female,40,2,1,Laboratory Technician,Married,3702,16376,1,Y,No,11,3,2,80,1,5,3,3,5,4,0,4
24,No,Travel_Rarely,350,Research & Development,21,2,Technical Degree,1,1551,3,Male,57,2,1,Laboratory Technician,Divorced,2296,10036,0,Y,No,14,3,2,80,3,2,3,3,1,1,0,0
34,No,Travel_Rarely,1333,Sales,10,4,Life Sciences,1,1055,3,Female,87,3,1,Sales Representative,Married,2220,18410,1,Y,Yes,19,3,4,80,1,1,2,3,1,1,0,0
29,No,Non-Travel,1496,Research & Development,1,1,Technical Degree,1,208,4,Male,41,3,2,Manufacturing Director,Married,4319,26283,1,Y,No,13,3,1,80,1,10,1,3,10,7,0,9
21,No,Non-Travel,895,Sales,9,2,Medical,1,484,1,Male,39,3,1,Sales Representative,Single,2610,2851,1,Y,No,24,4,3,80,0,3,3,2,3,2,2,2
40,No,Travel_Frequently,530,Research & Development,1,4,Life Sciences,1,119,3,child,78,2,4,Healthcare Representative,Married,13503,14115,1,Y,No,22,4,4,80,1,22,3,2,22,3,11,11
43,No,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,1,1126,3,Female,83,3,3,Manufacturing Director,Married,10820,11535,8,Y,No,11,3,3,80,1,18,1,3,8,7,0,1
42,No,Non-Travel,335,Research & Development,23,2,Life Sciences,1,1976,4,Male,37,2,2,Research Scientist,Single,4332,14811,1,Y,No,12,3,4,80,0,20,2,3,20,9,3,7
34,No,Travel_Rarely,285,Research & Development,29,3,Medical,1,1377,2,child,86,3,2,Laboratory Technician,Married,5429,17491,4,Y,No,13,3,1,80,2,10,1,3,8,7,7,7
33,No,Travel_Rarely,1242,Sales,8,4,Life Sciences,1,1560,1,Male,46,3,2,Sales Executive,Married,6392,10589,2,Y,No,13,3,4,80,1,8,6,1,2,2,2,2
42,No,Travel_Rarely,932,Research & Development,1,2,Life Sciences,1,827,4,Female,43,2,2,Manufacturing Director,Married,6062,4051,9,Y,Yes,13,3,4,80,1,8,4,3,4,3,0,2
53,No,Travel_Rarely,1436,Sales,6,2,Marketing,1,205,2,Male,34,3,2,Sales Representative,Married,2306,16047,2,Y,Yes,20,4,4,80,1,13,3,1,7,7,4,5
26,No,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,1,560,1,Female,90,3,1,Research Scientist,Divorced,2886,3032,1,Y,No,22,4,2,80,2,3,3,1,3,2,0,2
22,Yes,Travel_Rarely,617,Research & Development,3,1,Life Sciences,1,926,2,Female,34,3,2,Manufacturing Director,Married,4171,10022,0,Y,Yes,19,3,1,80,1,4,3,4,3,2,0,2
42,No,Travel_Rarely,1396,Research & Development,6,3,Medical,1,1911,3,child,83,3,3,Research Director,Married,13348,14842,9,Y,No,13,3,2,80,1,18,3,4,13,7,5,7
40,No,Travel_Frequently,1395,Research & Development,26,3,Medical,1,202,2,Female,54,3,2,Research Scientist,Divorced,5605,8504,1,Y,No,11,3,1,80,1,20,2,3,20,7,2,13
38,No,Travel_Frequently,888,Human Resources,10,4,Human Resources,1,1563,3,Male,71,3,2,Human Resources,Married,6077,14814,3,Y,No,11,3,3,80,0,10,2,3,6,3,1,2
37,No,Travel_Frequently,663,Research & Development,11,3,Other,1,306,2,Male,47,3,3,Research Director,Divorced,12185,10056,1,Y,Yes,14,3,3,80,3,10,1,3,10,8,0,7
34,No,Travel_Frequently,702,Research & Development,16,4,Life Sciences,1,838,3,Female,100,2,1,Research Scientist,Single,2553,8306,1,Y,No,16,3,3,80,0,6,3,3,5,2,1,3
43,No,Non-Travel,1344,Research & Development,7,3,Medical,1,262,4,Male,37,4,1,Research Scientist,Divorced,2089,5228,4,Y,No,14,3,4,80,3,7,3,4,5,4,2,2
44,No,Travel_Rarely,1448,Sales,28,3,Medical,1,1039,4,Female,53,4,4,Sales Executive,Married,13320,11737,3,Y,Yes,18,3,3,80,1,23,2,3,12,11,11,11
32,No,Travel_Rarely,634,Research & Development,5,4,Other,1,1607,2,Female,35,4,1,Research Scientist,Married,3312,18783,3,Y,No,17,3,4,80,2,6,3,3,3,2,0,2
34,No,Travel_Rarely,401,Research & Development,1,3,Life Sciences,1,1447,4,Female,86,2,1,Laboratory Technician,Married,3294,3708,5,Y,No,17,3,1,80,1,7,2,2,5,4,0,2
40,No,Travel_Frequently,720,Research & Development,16,4,Medical,1,832,1,Male,51,2,2,Laboratory Technician,Single,5094,11983,6,Y,No,14,3,4,80,0,10,6,3,1,0,0,0
34,No,Travel_Rarely,1153,Research & Development,1,2,Medical,1,110,1,Male,94,3,2,Manufacturing Director,Married,4325,17736,1,Y,No,15,3,3,80,0,5,2,3,5,2,1,3
33,Yes,Travel_Rarely,603,Sales,9,4,Marketing,1,1157,1,child,77,3,2,Sales Executive,Single,8224,18385,0,Y,Yes,17,3,1,80,0,6,3,3,5,2,0,3
31,No,Travel_Frequently,163,Research & Development,24,1,Technical Degree,1,1736,4,Female,30,3,2,Manufacturing Director,Single,5238,6670,2,Y,No,20,4,4,80,0,9,3,2,5,4,1,4
35,No,Travel_Rarely,890,Sales,2,3,Marketing,1,49,4,child,97,3,1,Sales Representative,Married,2014,9687,1,Y,No,13,3,1,80,0,2,3,3,2,2,2,2
34,No,Travel_Rarely,1031,Research & Development,6,4,Life Sciences,1,151,3,Female,45,2,2,Research Scientist,Divorced,4505,15000,6,Y,No,15,3,3,80,1,12,3,3,1,0,0,0
53,No,Travel_Rarely,1395,Research & Development,24,4,Medical,1,1689,2,Male,48,4,3,Healthcare Representative,Married,7005,3458,3,Y,No,15,3,3,80,0,11,2,3,4,3,1,2
33,No,Travel_Rarely,1069,Research & Development,1,3,Life Sciences,1,969,2,Female,42,2,2,Healthcare Representative,Single,6949,12291,0,Y,No,14,3,1,80,0,6,3,3,5,0,1,4
33,No,Non-Travel,1283,Sales,2,3,Marketing,1,1756,4,child,62,3,2,Sales Executive,Single,5147,10697,8,Y,No,15,3,4,80,0,13,2,2,11,7,1,7
37,No,Travel_Rarely,1192,Research & Development,5,2,Medical,1,460,4,Male,61,3,2,Manufacturing Director,Divorced,6347,23177,7,Y,No,16,3,3,80,2,8,2,2,6,2,0,4
54,No,Non-Travel,142,Human Resources,26,3,Human Resources,1,148,4,child,30,4,4,Manager,Single,17328,13871,2,Y,Yes,12,3,3,80,0,23,3,3,5,3,4,4
36,No,Non-Travel,845,Sales,1,5,Medical,1,479,4,Female,45,3,2,Sales Executive,Single,6653,15276,4,Y,No,15,3,2,80,0,7,6,3,1,0,0,0
35,No,Travel_Rarely,1224,Sales,7,4,Life Sciences,1,1962,3,child,55,3,2,Sales Executive,Married,5204,13586,1,Y,Yes,11,3,4,80,0,10,2,3,10,8,0,9
29,No,Travel_Rarely,665,Research & Development,15,3,Life Sciences,1,346,3,Male,60,3,1,Research Scientist,Single,2340,22673,1,Y,No,19,3,1,80,0,6,1,3,6,5,1,5
32,Yes,Travel_Frequently,238,Research & Development,5,2,Life Sciences,1,1939,1,Female,47,4,1,Research Scientist,Single,2432,15318,3,Y,Yes,14,3,1,80,0,8,2,3,4,1,0,3
57,No,Travel_Rarely,593,Research & Development,1,4,Medical,1,482,4,Male,88,3,2,Healthcare Representative,Married,6755,2967,2,Y,No,11,3,3,80,0,15,2,3,3,2,1,2
30,Yes,Travel_Rarely,945,Sales,9,3,Medical,1,1876,2,Male,89,3,1,Sales Representative,Single,1081,16019,1,Y,No,13,3,3,80,0,1,3,2,1,0,0,0
36,No,Travel_Rarely,913,Research & Development,9,2,Medical,1,699,2,Male,48,2,2,Manufacturing Director,Divorced,8847,13934,2,Y,Yes,11,3,3,80,1,13,2,3,3,2,0,2
44,Yes,Travel_Rarely,621,Research & Development,15,3,Medical,1,1295,1,child,73,3,3,Healthcare Representative,Married,7978,14075,1,Y,No,11,3,4,80,1,10,2,3,10,7,0,5
36,No,Travel_Rarely,796,Research & Development,12,5,Medical,1,1073,4,Female,51,2,3,Manufacturing Director,Single,8858,15669,0,Y,No,11,3,2,80,0,15,2,2,14,8,7,8
43,Yes,Travel_Frequently,807,Research & Development,17,3,Technical Degree,1,1767,3,Male,38,2,1,Research Scientist,Married,2437,15587,9,Y,Yes,16,3,4,80,1,6,4,3,1,0,0,0
34,No,Travel_Rarely,121,Research & Development,2,4,Medical,1,804,3,child,86,2,1,Research Scientist,Single,4381,7530,1,Y,No,11,3,3,80,0,6,3,3,6,5,1,3
50,No,Travel_Frequently,1421,Research & Development,2,3,Medical,1,1215,4,Female,30,3,4,Manager,Married,17856,9490,2,Y,No,22,4,3,80,1,32,3,3,2,2,2,2
36,No,Travel_Rarely,1223,Research & Development,8,3,Technical Degree,1,83,3,Female,59,3,3,Healthcare Representative,Divorced,10096,8202,1,Y,No,13,3,2,80,3,17,2,3,17,14,12,8
19,Yes,Travel_Frequently,602,Sales,1,1,Technical Degree,1,235,3,Female,100,1,1,Sales Representative,Single,2325,20989,0,Y,No,21,4,1,80,0,1,5,4,0,0,0,0
31,No,Travel_Rarely,1332,Research & Development,11,2,Medical,1,1251,3,Male,80,3,2,Healthcare Representative,Married,6833,17089,1,Y,Yes,12,3,4,80,0,6,2,2,6,5,0,1
42,No,Travel_Rarely,1128,Research & Development,13,3,Medical,1,1803,2,Male,95,4,2,Healthcare Representative,Married,5538,5696,5,Y,No,18,3,3,80,2,10,2,2,0,0,0,0
22,No,Travel_Rarely,1230,Research & Development,1,2,Life Sciences,1,872,4,Male,33,2,2,Manufacturing Director,Married,4775,19146,6,Y,No,22,4,1,80,2,4,2,1,2,2,2,2
22,No,Travel_Rarely,1256,Research & Development,19,1,Medical,1,217,3,Male,80,3,1,Research Scientist,Married,2323,11992,1,Y,No,24,4,1,80,2,2,6,3,2,2,2,2
39,No,Travel_Rarely,170,Research & Development,3,2,Medical,1,1627,3,Male,76,2,2,Laboratory Technician,Divorced,3069,10302,0,Y,No,15,3,4,80,1,11,3,3,10,8,0,7
25,No,Travel_Rarely,622,Sales,13,1,Medical,1,645,2,Male,40,3,1,Sales Representative,Married,2096,26376,1,Y,No,11,3,3,80,0,7,1,3,7,4,0,6
35,No,Travel_Rarely,1395,Research & Development,9,4,Medical,1,2008,2,child,48,3,2,Research Scientist,Single,5098,18698,1,Y,No,19,3,2,80,0,10,5,3,10,7,0,8
43,No,Non-Travel,343,Research & Development,9,3,Life Sciences,1,1813,1,Male,52,3,1,Research Scientist,Single,2438,24978,4,Y,No,13,3,3,80,0,7,2,2,3,2,1,2
45,No,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,1,1719,4,Female,48,2,4,Research Director,Single,16704,17119,1,Y,No,11,3,3,80,0,21,2,3,21,6,8,6
28,No,Travel_Rarely,640,Research & Development,1,3,Technical Degree,1,1301,4,Male,84,3,1,Research Scientist,Single,2080,4732,2,Y,No,11,3,2,80,0,5,2,2,3,2,1,2
38,No,Travel_Frequently,216,Research & Development,23,3,Life Sciences,1,12,4,Male,44,2,3,Manufacturing Director,Single,9526,8787,0,Y,No,21,4,2,80,0,10,2,3,9,7,1,8
52,No,Non-Travel,585,Sales,29,4,Life Sciences,1,2019,1,Male,40,3,1,Sales Representative,Divorced,3482,19788,2,Y,No,15,3,2,80,2,16,3,2,9,8,0,0
25,No,Travel_Rarely,1356,Sales,10,4,Life Sciences,1,1240,3,Male,57,3,2,Sales Executive,Single,4950,20623,0,Y,No,14,3,2,80,0,5,4,3,4,3,1,1
31,No,Non-Travel,325,Research & Development,5,3,Medical,1,2057,2,Male,74,3,2,Manufacturing Director,Single,9936,3787,0,Y,No,19,3,2,80,0,10,2,3,9,4,1,7
54,No,Travel_Rarely,376,Research & Development,19,4,Medical,1,799,4,Female,95,3,2,Manufacturing Director,Divorced,5485,22670,9,Y,Yes,11,3,2,80,2,9,4,3,5,3,1,4
38,No,Travel_Frequently,594,Research & Development,2,2,Medical,1,1760,3,Female,75,2,1,Laboratory Technician,Married,2468,15963,4,Y,No,14,3,2,80,1,9,4,2,6,1,0,5
38,No,Travel_Frequently,693,Research & Development,7,3,Life Sciences,1,1382,4,Male,57,4,1,Research Scientist,Divorced,2610,15748,1,Y,No,11,3,4,80,3,4,2,3,4,2,0,3
26,Yes,Travel_Frequently,575,Research & Development,3,1,Technical Degree,1,510,3,Male,73,3,1,Research Scientist,Single,3102,6582,0,Y,No,22,4,3,80,0,7,2,3,6,4,0,4
42,No,Travel_Rarely,462,Sales,14,2,Medical,1,936,3,Female,68,2,2,Sales Executive,Single,6244,7824,7,Y,No,17,3,1,80,0,10,6,3,5,4,0,3
42,No,Travel_Rarely,933,Research & Development,29,3,Life Sciences,1,836,2,Male,98,3,2,Manufacturing Director,Married,4434,11806,1,Y,No,13,3,4,80,1,10,3,2,9,8,7,8
44,No,Travel_Rarely,921,Research & Development,2,3,Life Sciences,1,1703,3,Female,96,4,3,Healthcare Representative,Married,7879,14810,1,Y,Yes,19,3,2,80,1,9,2,3,8,7,6,7
40,No,Travel_Rarely,1171,Research & Development,10,4,Life Sciences,1,483,4,child,46,4,1,Laboratory Technician,Married,2213,22495,3,Y,Yes,13,3,3,80,1,10,3,3,7,7,1,7
40,No,Non-Travel,1094,Sales,28,3,Other,1,615,3,Male,58,1,3,Sales Executive,Divorced,10932,11373,3,Y,No,15,3,3,80,1,20,2,3,1,0,0,1
41,No,Travel_Rarely,427,Human Resources,10,4,Human Resources,1,731,2,child,73,2,5,Manager,Divorced,19141,8861,3,Y,No,15,3,2,80,3,23,2,2,21,6,12,6
30,No,Travel_Rarely,438,Research & Development,18,3,Life Sciences,1,194,1,Female,75,3,1,Research Scientist,Single,2632,23910,1,Y,No,14,3,3,80,0,5,4,2,5,4,0,4
32,No,Travel_Rarely,588,Sales,8,2,Technical Degree,1,436,3,Female,65,2,2,Sales Executive,Married,5228,24624,1,Y,Yes,11,3,4,80,0,13,2,3,13,12,11,9
42,No,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,1,551,4,Female,88,2,2,Healthcare Representative,Married,4523,4386,0,Y,No,11,3,4,80,3,7,4,4,6,5,0,4
53,No,Travel_Rarely,970,Research & Development,7,3,Life Sciences,1,730,3,Male,59,4,4,Research Director,Married,14814,13514,3,Y,No,19,3,3,80,0,32,3,3,5,1,1,3
33,No,Travel_Frequently,1392,Research & Development,3,4,Life Sciences,1,5,4,Female,56,3,1,Research Scientist,Married,2909,23159,1,Y,Yes,11,3,3,80,0,8,3,3,8,7,3,0
33,Yes,Travel_Rarely,587,Research & Development,10,1,Medical,1,584,1,Male,38,1,1,Laboratory Technician,Divorced,3408,6705,7,Y,No,13,3,1,80,3,8,2,3,4,3,1,3
36,No,Travel_Frequently,1195,Research & Development,11,3,Life Sciences,1,85,2,Male,95,2,2,Manufacturing Director,Single,6499,22656,1,Y,No,13,3,3,80,0,6,3,3,6,5,0,3
